title,rating,genre
Yuuki Yuuna wa Yuusha de Aru,7.38,"Slice of Life, Psychological, Drama, Magic, Fantasy"
Many Mary,4.83,Music
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.26,"Action, Fantasy, Magic, Supernatural"
Moom,Unknown,Kids
M3: Sono Kuroki Hagane Recap,6.1,"Action, Mecha"
Tanu no Magical Holiday,5.5,"Music, Kids"
Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu,Unknown,"Comedy, Kids"
Psychedelic Afternoon,5.16,Music
DRAMAtical Murder: Data_xx_Transitory,6.06,"Sci-Fi, Psychological, Drama, Shounen Ai"
Yeongsimi,Unknown,"Comedy, School, Slice of Life, Kids"
Tokyo Juushouden: Fuuma Gogyou Denshou,5.39,"Action, Adventure, Supernatural, Shounen"
Vampiyan Kids Specials,Unknown,"Fantasy, Comedy, Kids"
Vampiyan Kids Promotion,Unknown,"Comedy, Fantasy, Kids"
Pink Lady Monogatari: Eikou no Tenshi-tachi Recaps,Unknown,"Music, Slice of Life, Drama"
Mochi Mochi no Ki (OVA),Unknown,"Kids, Drama"
Sekai no Fushigi Tanken Series,Unknown,"Adventure, Fantasy, Historical"
Genki Genki Non-tan,Unknown,"Kids, Music"
Genki Genki Non-tan (2004),Unknown,"Music, Kids"
Genki Genki Non-tan: Utaou! Christmas,Unknown,"Music, Kids"
Genki Genki Non-tan (2006),Unknown,"Music, Kids"
Genki Genki Non-tan: Deka Deka Arigatou,Unknown,"Kids, Music"
Genki Genki Non-tan: Spoon Tan Tan Tan,Unknown,"Kids, Music"
Rouge: Lady's Comic Video,Unknown,"Drama, Josei, Romance"
"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Unknown,Kids
Futari no Tarou,Unknown,"Adventure, Kids"
Space☆Dandy Picture Drama,6.15,"Space, Comedy, Sci-Fi"
Toilet no Kamisama,5.83,Music
Monotonous Purgatory,6.18,Music
Sabage-bu! Specials,7.29,"Action, Military, Comedy, Shoujo"
Junjou Romantica 3,7.76,"Comedy, Drama, Romance, Shounen Ai"
Mikan Enikki Specials,6.43,"Slice of Life, Comedy, Shoujo"
Boy Meets Harem The Animation,7.15,"Harem, Hentai"
Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,6.26,Hentai
Kamisama Hajimemashita◎,8.16,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
Digimon Adventure tri. 1: Saikai,7.48,"Action, Adventure, Comedy, Drama"
Hyakka Ryouran: Samurai After,6.69,"Ecchi, Harem"
AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,Unknown,"Adventure, Fantasy, Kids"
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.89,"Slice of Life, Comedy, Seinen"
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.64,"Comedy, Drama, Slice of Life"
Cross Ange: Tenshi to Ryuu no Rondo,7.41,"Action, Mecha, Sci-Fi"
Yatterman Specials,6.18,"Adventure, Comedy, Parody"
Yowamushi Pedal: Re:RIDE,7.37,"Sports, Drama, Shounen"
Shingeki no Kyojin Season 2,8.45,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
Shingeki no Kyojin: Kuinaki Sentaku,8.38,"Action, Fantasy, Shoujo"
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.6,"Drama, Josei"
Pokemon Movie 18: Ring no Choumajin Hoopa,6.5,"Adventure, Fantasy, Kids"
Oretachi Ijiwaru Kei,Unknown,Comedy
Yokohama Bakkure-tai,Unknown,"Action, Comedy, Romance, Shounen"
Zephyr,6.09,"Music, Drama"
Shirobako,8.35,"Comedy, Drama"
Bonjour♪Koiaji Pâtisserie,6.15,"Comedy, Harem, Romance, Shoujo, Slice of Life"
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,6.63,"Music, Shoujo"
Re-Kan!,6.77,"Comedy, School, Seinen, Supernatural"
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,6.48,"Comedy, School, Shoujo Ai"
Rolling☆Girls,6.6,"Action, Adventure, Slice of Life, Super Power"
Hello Kitty to Issho,5.92,"Kids, Slice of Life, Comedy"
Toukiden Kiwami,5.61,"Action, Fantasy, Martial Arts"
"Wake Up, Girl Zoo!",6.14,Comedy
Demonion: Gaiden,6.52,Hentai
Working!!!,8.03,"Comedy, Romance, Seinen, Slice of Life"
Taisei Kensetsu: Vietnam Noi Bai Kuukou,6.16,Drama
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,5.83,"Adventure, Comedy, Kids, Sci-Fi"
Stitch to Suna no Wakusei,5.75,"Sci-Fi, Adventure, Comedy, Kids"
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.73,Comedy
Glass no Hana to Kowasu Sekai,6.73,Sci-Fi
Sakura Capusule,6.07,"Slice of Life, Kids"
Koori no Kuni no Misuke,Unknown,"Adventure, Kids"
Oppai Gakuen Marching Band-bu!,6.9,Hentai
Mahou Shoujo Lyrical Nanoha ViVid,6.74,"Action, Adventure, Magic, Martial Arts"
Peeping Life: The Perfect Explosion Specials,Unknown,"Slice of Life, Comedy"
Hacka Doll,5.72,Fantasy
Backkom Meogeujan Yeohaeng,5.63,"Magic, Adventure, Comedy, Kids"
Backkom 2,5.81,"Comedy, Kids"
Backkom Sports,5.78,"Comedy, Kids, Sports"
Clock,5.06,Dementia
Angel (Special),5.38,Dementia
I Love Picnic,5.48,"Kids, Comedy"
I Love Sky,5.42,"Kids, Comedy"
Contact 2,5.52,"Kids, Comedy, Sci-Fi"
Sheep in the Island,Unknown,Comedy
Ultra Dino Makera,Unknown,"Action, Kids"
Private Eye Dol,Unknown,"Comedy, Mystery"
Contact,5.18,"Sci-Fi, Comedy, Kids"
Tensai Bakavon: Yomigaeru Flanders no Inu,Unknown,"Comedy, Parody"
Bishoujo Mobage: Mobami-chan,5.39,"Game, Music"
Minna Atsumare! Falcom Gakuen SC,6.03,"Parody, Comedy, School, Seinen"
SheepWolf,Unknown,"Kids, Comedy"
His Lipstick,Unknown,"Kids, Comedy"
Super Backkom,5.58,"Comedy, Kids, Super Power"
Backkom Mission Impossible,5.88,"Comedy, Kids, Parody"
Backkom: Jung-gug Gijeogwi,5.52,"Comedy, Kids"
Backkom Specials,5.85,"Super Power, Comedy, Kids"
Rokujouma no Shinryakusha!?,6.64,"Comedy, Supernatural, Romance, School"
Haiyore! Nyaruko-san F,7.5,"Sci-Fi, Comedy, Parody, Romance"
Super Erotic Anime,Unknown,Hentai
Obake Entotsu no Uta,Unknown,"Kids, Historical"
Sweet Spot,Unknown,Comedy
Kurumiwari Ningyou (2014),Unknown,"Fantasy, Romance, Drama"
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,6.22,"Action, Comedy, Fantasy, Magic, Shoujo"
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.45,"Action, Adventure, Supernatural, Drama, Shounen"
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,7.05,"Comedy, Magic, Ecchi, Fantasy"
Samurai Hormone The Animation,6.25,Hentai
Kaibutsu Oujo Specials,6.57,"Adventure, Comedy, Horror, Supernatural, Shounen"
Donyatsu Specials,5.68,"Comedy, Sci-Fi, Seinen"
Yasuji no Pornorama: Yacchimae!!,Unknown,Hentai
Military!,5.82,"Ecchi, Slice of Life, Comedy, Military, Seinen"
Mama Ohanashi Kikasete,Unknown,"Fantasy, Kids"
Gutchonpa Omoshiro Hanashi,Unknown,Kids
Koe wo Kikasete,Unknown,"Kids, Drama"
"Tanbai Haru, Tookaraji",Unknown,"Drama, Kids"
Kono Sora no Shita de,Unknown,"Drama, Kids"
Yume no Tsuzuki,Unknown,"Drama, Kids"
Hidamari no Ie,Unknown,"Kids, Drama"
Boku to Gaku: Ano Natsu no Monogatari,Unknown,"Historical, Drama, Kids"
Namae... Sore wa Moeru Inochi,Unknown,"Drama, Kids"
"Gomen ne, Mii-chan",Unknown,"Drama, Kids"
Miitsuketa!,Unknown,"Drama, Kids"
Kokoro no Koukyougaku,Unknown,"Drama, Kids"
Hibike! Wadaiko,6.63,"Drama, Kids"
Yooidon!,Unknown,"Drama, Kids"
Moudouken Quill no Isshou,Unknown,Drama
Kokoroya,Unknown,"Kids, Psychological, Sci-Fi"
Iwata Kunchi no Obaachan,Unknown,"Drama, Historical, Kids"
Seitokai Yakuindomo* OVA,7.9,"Slice of Life, Comedy, School, Shounen"
Paper Cranes Story: Kenta to Maiko,Unknown,"Fantasy, Historical, Kids"
Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,Unknown,"Historical, Kids"
Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,Unknown,"Historical, Kids"
Kie Saranu Kizuato: Hi no Umi Osaka,Unknown,"Historical, Kids"
Hato yo: Hiroshima no Sora wo,Unknown,"Historical, Kids"
Okori Jizou,Unknown,"Historical, Kids"
Okaachan Gomen ne,Unknown,"Historical, Kids"
Nagasaki no Kouma,Unknown,"Historical, Kids"
Tobiuo no Boy wa Byouki Desu,Unknown,"Fantasy, Historical, Kids"
Shounen H ga Mita Sensou,Unknown,"Historical, Kids"
Nat-chan no Akai Tebukuro,Unknown,"Historical, Kids"
Okaasan no Ki,Unknown,"Kids, Historical"
Shin-chan no Sanrinsha,Unknown,"Historical, Kids"
Shinken Seminar Koukou Kouza,Unknown,"School, Shounen"
Ganbare! Lulu Lolo 2nd Season,Unknown,"Kids, Slice of Life"
Yuri Kuma Arashi,7.08,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai"
Ikkitousen: Extravaganza Epoch,6.61,"Action, Ecchi, Martial Arts, School, Seinen, Super Power"
Ai Tenshi Densetsu Wedding Peach Specials,6.22,"Adventure, Comedy, Magic, Romance, Shoujo"
Omedetou Jesus-sama,Unknown,"Historical, Kids"
Doolie Baenang-Yeohaeng,Unknown,"Adventure, Kids"
Examurai Sengoku Recap,Unknown,"Action, Samurai"
Free!: Eternal Summer - Kindan no All Hard!,7.93,"Comedy, School, Slice of Life"
Niji no Kizuna,Unknown,"Drama, Kids"
Himawari no You ni,Unknown,"Drama, Kids"
Tabidachi no Hi ni,Unknown,"Drama, Kids"
Mebae no Ashita,Unknown,"Drama, Kids"
Shin-chan ga Naita!,Unknown,"Drama, Kids"
"Kii-chan Watashi, Umarete Kite Yokatta!",Unknown,"Drama, Kids"
"Ikitemasu, 15-sai.",Unknown,"Kids, Drama"
Kaze no Tabibito,Unknown,"Drama, Kids"
Kiniro no Kujira,Unknown,"Drama, Kids"
Kitsune no Kan Chigai,Unknown,"Drama, Kids"
Crayon no Hoshi,Unknown,"Drama, Kids"
Cherry Blossom,Unknown,"Kids, Drama"
Tenki ni Naare,Unknown,"Drama, Historical, Kids, Space"
Inochi Kagayaku Akari,Unknown,"Drama, Kids"
Owari no Seraph,7.49,"Action, Military, Supernatural, Drama, Vampire, Shounen"
Mina no Egao,Unknown,"Kids, Drama"
Mina no Mura to Kawa,Unknown,"Drama, Kids"
Mina no Mura to Mori,Unknown,"Drama, Kids"
Mina no Mura no Gomi Soudou,Unknown,"Kids, Drama"
Mina no Bousai Mura Dzukuri,Unknown,"Drama, Kids"
Nidoto Touranai Tabibito,Unknown,"Drama, Kids"
Mienu Me ni Kanjita Kumotoriyama no Asahi,Unknown,"Drama, Kids"
Tabi no Kisetsu,Unknown,"Drama, Kids"
Shiokari Touge,Unknown,"Kids, Drama"
Nogiku no Haka,Unknown,"Drama, Kids, Romance"
Goi-sensei to Tarou,Unknown,"Drama, Kids, School"
Tegami,Unknown,"Drama, Historical, Kids"
Meiji Ishin wo Tsukuriageta Hitobito,Unknown,"Kids, Samurai, Historical, Drama"
Tenka wo Mezashita Sannin no Bushou,Unknown,"Drama, Historical, Kids, Samurai"
Tokugawa Iemitsu to Edo Bakufu,Unknown,"Kids, Samurai, Historical, Drama"
Minamoto no Yoritomo to Bushi no Yononaka,Unknown,"Kids, Samurai, Historical, Drama"
Kumo no Ito (2000),Unknown,Fantasy
Mother Teresa,Unknown,"Drama, Historical, Kids"
Gin no Rousokutate,Unknown,"Drama, Kids"
Ao no Doumon,Unknown,"Kids, Samurai, Historical, Drama"
Tomoko-chan to Watashi,Unknown,"Comedy, Kids, School"
Hage,Unknown,"Drama, Kids, School"
Boku no Diet Daisakusen,Unknown,"Kids, Drama"
Kokoro no Hanataba,Unknown,Kids
Haha Uzura,Unknown,"Drama, Kids"
Inori no Te,Unknown,"Kids, Historical, Drama"
Inamura no Hi (1989),Unknown,"Historical, Kids, Drama"
Donguri to Yamaneko (1995),Unknown,"Demons, Drama, Kids"
Cello Hiki no Gauche (OVA),Unknown,"Drama, Fantasy, Music"
Naita Aka Oni (OVA),Unknown,"Demons, Drama, Kids"
"Yume, Sora Takaku",Unknown,"Drama, Kids"
Ichimai no Etegami,Unknown,"Drama, Kids"
Tasukeai no Rekishi: Seimei Hoken no Hajimari,Unknown,"Historical, Kids, Drama"
Yakusoku: Africa Mizu to Midori,Unknown,"Drama, Kids"
"Okaasan, Nakanaide",Unknown,"Kids, Drama"
Obake Nagaya,Unknown,"Comedy, Kids, Supernatural"
Mimizuku to Tsuki-sama,Unknown,"Drama, Kids"
Soba no Hana Saita Hi,Unknown,"Drama, Kids"
Hitotsu no Hana,Unknown,"Drama, Historical, Kids"
Minna Ichiban!,Unknown,"Drama, Kids"
Kitsune to Budou,Unknown,"Drama, Kids"
Ijimekko Ookami to Nana-chan,Unknown,"Kids, Drama"
Jigoku no Soubee,Unknown,"Comedy, Demons, Drama, Kids"
Kaneko Misuzu: Yasashisa no Fuukei,Unknown,"Drama, Kids"
Nanatsu no Hoshi,Unknown,"Drama, Kids"
Minna no Doutoku,Unknown,"Drama, Fantasy, Historical, Kids, School"
Tobidashicha dame!,Unknown,"Kids, Drama"
Hanamaru Koutsuu Anzen,Unknown,"Kids, Drama"
Kogitsune no Okurimono,Unknown,"Drama, Fantasy, Kids"
From Osaka with Cheer!,Unknown,Slice of Life
Danna ga Nani wo Itteiru ka Wakaranai Ken,7.38,"Slice of Life, Comedy, Romance, Seinen"
Nagato Yuki-chan no Shoushitsu,6.73,"Comedy, Romance, School, Seinen, Slice of Life"
Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.53,"Adventure, Mystery, Supernatural, Drama"
Teekyuu 4,6.73,"Comedy, Shounen, Sports"
Junketsu no Maria,7.16,"Comedy, Historical, Magic, Romance, Fantasy, Seinen"
Triage X,6.34,"Action, Adventure, Ecchi, Shounen"
Uchuusen Sagittarius Pilot,Unknown,"Adventure, Sci-Fi"
Akame ga Kill! Recap,6.74,"Action, Adventure, Fantasy"
Tribe Cool Crew,6.91,"Music, School"
Yakata: Kannou Kitan,6.77,Hentai
Eigo de Asobo: Tanken Goblin Tou,Unknown,"Kids, Adventure, Fantasy, Comedy"
Sore Ike! Anpanman: Bokura wa Hero,Unknown,"Kids, Fantasy, Comedy"
Sore Ike! Anpanman: Otanjoubi Series,Unknown,"Kids, Fantasy, Comedy"
Hitoribotchi,Unknown,Drama
Tanuki-san Ooatari,Unknown,Kids
Sekai no Ouja: King Kong Taikai,Unknown,"Adventure, Sci-Fi"
Under the Dog,6.31,"Action, Sci-Fi, Thriller"
"Oretachi, Tomodachi!",Unknown,"Kids, Fantasy"
Kyuumei Senshi Nanosaver,Unknown,"Adventure, Shounen"
Peeping Life Movie: We Are The Hero,Unknown,"Slice of Life, Comedy"
Zou no Senaka: Tabidatsu Hi,6.09,"Drama, Seinen, Slice of Life"
Koukaku Kidoutai: Shin Movie,7.48,"Action, Sci-Fi, Police, Psychological, Mecha"
Shinkyoku no Grimoire The Animation,6.86,"Hentai, Demons, Supernatural, Fantasy"
Diabolik Lovers OVA,5.77,"Harem, School, Vampire, Shoujo"
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",6.81,"Slice of Life, Music, School"
Mushiba Tetsudou,5.36,"Adventure, Fantasy, Kids"
Show By Rock!!,7.04,"Comedy, Music"
Porong Porong Pororo 2,Unknown,Kids
Pororo-wa Noraehaeyo,Unknown,"Kids, Music"
Porong Porong Pororo 3,Unknown,"Kids, Sci-Fi"
Porong Porong Pororo 4,Unknown,"Cars, Kids"
Porong Porong Pororo 5,Unknown,"Kids, Cars"
Pororo's English Show,Unknown,"Kids, Music"
Pororo Geugjangpan Super Sseolmae Daemoheom,Unknown,"Cars, Kids"
Pororo Hanguk-e Wass-eoyo,Unknown,"Adventure, Kids"
Yoligongju Loopy,Unknown,"Kids, Magic"
Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,Unknown,"Kids, Fantasy, Comedy"
Sore Ike! Anpanman: Yuuki to Honoo to Christmas,Unknown,"Comedy, Kids, Fantasy"
Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,Unknown,"Kids, Adventure, Fantasy"
Sore Ike! Anpanman: Kieta Jam Ojisan,Unknown,"Adventure, Kids, Fantasy"
Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,Unknown,"Kids, Adventure, Fantasy"
Karen Senki,5.79,"Action, Sci-Fi"
Toaru Majutsu no Index 10th Anniversary PV,6.86,"Action, Comedy, Magic, Sci-Fi, Super Power"
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),Unknown,"Comedy, Magic"
Gra-P & Rodeo,Unknown,"Music, Comedy"
Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.25,"Action, Slice of Life, Comedy, Magic, Fantasy"
Pikmin Short Movies,6.91,"Kids, Fantasy"
Deko Boko Friends,Unknown,"Comedy, Kids"
Ajisai no Uta,Unknown,"Comedy, Historical, Drama"
Mellow,Unknown,"Comedy, School, Seinen"
J League wo 100-bai Tanoshiku Miru Houhou!!,Unknown,"Parody, Sports, Comedy"
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,7.06,Comedy
Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,Unknown,"Cars, Kids, Fantasy"
Sore Ike! Anpanman: Keito no Shiro no Christmas,Unknown,"Comedy, Kids, Fantasy"
Ubasuteyama,5.48,Drama
Spy Gekimetsu,Unknown,"Military, Historical"
Doubutsu Dai Yakyuu Sen,Unknown,Sports
Mii-chan no Tenohira,Unknown,"Historical, Drama"
47 Todoufuken,5.59,"Kids, Comedy"
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,7.47,"Comedy, Drama, Romance, School, Slice of Life"
Jutaijima,6.74,Hentai
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,5.89,Comedy
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,5.99,"Comedy, Ecchi, Romance, Shounen, Slice of Life"
Glass no Kamen Desu ga to Z,6.09,"Comedy, Parody"
Tantei Kageki Milky Holmes TD,6.45,"Mystery, Comedy, Super Power"
God Eater,7.3,"Action, Fantasy, Military, Sci-Fi"
Gekkan Shoujo Nozaki-kun Specials,7.78,"Comedy, Romance, School"
Ginga Tetsudou 999: Niji no Michishirube,Unknown,"Sci-Fi, Historical, Drama"
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,6.9,"Action, Adventure, Comedy, Seinen"
Aldnoah.Zero 2nd Season,6.98,"Action, Mecha, Sci-Fi, Space"
Baby Steps 2nd Season,8.07,"Sports, Romance, School, Shounen"
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,5.89,"Action, Parody, Military, Sci-Fi"
Sasurai-kun,Unknown,"Slice of Life, Comedy"
Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,Unknown,"Comedy, Kids, Fantasy"
Oshiri Kajiri Mushi (TV) 3rd Season,5.27,"Comedy, Kids"
Heart Cocktail,Unknown,"Romance, Seinen"
Saki Biyori Animation,6.65,"Comedy, School, Seinen, Slice of Life"
Kasumin,6.31,"Fantasy, Kids"
Kasumin 2nd Season,Unknown,"Kids, Fantasy"
Binan Koukou Chikyuu Boueibu LOVE!,6.89,"Slice of Life, Comedy, Parody, Magic, School"
Battle Spirits: Burning Soul,6.71,Game
Shounen Hollywood: Holly Stage for 50,6.57,"Music, Slice of Life, Shoujo"
Jokei Kazoku III: Himitsu - The Anime,6.2,Hentai
Anisava,5.69,"Slice of Life, Comedy, Romance"
Plastic Memories,7.94,"Sci-Fi, Drama, Romance"
Sword Gai The Animation,5.84,"Action, Supernatural, Seinen"
Doamaiger D,5.32,"Action, Comedy, Mecha"
Nisekoi:,7.39,"Comedy, Harem, Romance, School, Shounen"
Yodaka no Hoshi (Music),5.94,"Slice of Life, Fantasy, Music, Drama"
It Girl,5.67,Music
Zhong Hua Xiao Zi,6.24,"Action, Historical, Demons, Supernatural, Martial Arts, Samurai"
Cardfight!! Vanguard G,6.52,"Action, Game, Shounen"
Fate/stay night: Unlimited Blade Works Prologue,8.1,"Action, Fantasy, Magic, Supernatural"
Long Zhi Gu: Poxiao Qibing,7.21,"Action, Adventure, Magic, Fantasy"
Heavy Object,7.29,"Action, Military, Sci-Fi, Mecha"
Durarara!!x2 Ten,8.01,"Action, Mystery, Supernatural"
Durarara!!x2 Ketsu,8.1,"Action, Mystery, Supernatural"
Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,Unknown,Sports
Ticonderonga no Iru Umi,Unknown,"Kids, Historical, Drama"
Karasu no Panya-san/Dorobou Gakkou,Unknown,Kids
Nemurenu Yoru no Chiisana Ohanashi,Unknown,Kids
Juupiki no Kaeru,Unknown,Kids
Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,Unknown,"Fantasy, Kids, Supernatural"
Nezumi-kun no Chokki,Unknown,Kids
Ushiro no Seki no Ochiai-kun,Unknown,"Kids, School"
Ichinen Ikkumi,Unknown,"Kids, School"
Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Unknown,Kids
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.7,Comedy
Eromame,6.48,Hentai
Ana no Oku no Ii Tokoro,6.32,Hentai
Yama no Susume: Second Season Specials,6.86,"Slice of Life, Comedy"
Sword Art Online II: Debriefing,6.56,"Action, Adventure, Fantasy, Game"
Tokyo Ghoul √A,7.07,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
Gundam Build Fighters Specials,6.5,"Comedy, Mecha"
Otome Hime,6.4,Hentai
Anime de Wakaru Shinryounaika,6.6,"Comedy, Seinen"
Captain,Unknown,"Sports, Shounen"
Genkichi Jiisan to Kogitsune,Unknown,"Kids, Drama"
Urawa no Usagi-chan,5.39,"Slice of Life, Comedy, School"
Afro Samurai Pilot,6.72,"Action, Martial Arts, Samurai, Seinen"
Nano Invaders,Unknown,"Action, Adventure, Shounen, Super Power"
Gugure! Kokkuri-san Specials,7.21,"Comedy, Supernatural, Romance, Shounen"
Lupin III (2015),7.93,"Action, Adventure, Comedy, Mystery, Seinen"
Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,5.33,"Magic, Fantasy"
Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,Unknown,"Magic, Fantasy"
Steins;Gate: Soumei Eichi no Cognitive Computing,7.41,"Slice of Life, Comedy"
Science Anime: Choudendou Monogatari,Unknown,"Historical, Kids"
Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Unknown,Shounen
Maboroshi Mabo-chan,Unknown,"Kids, Adventure, Fantasy"
Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,6.52,"Action, Comedy, Ecchi"
Hana to Alice: Satsujin Jiken,7.31,"Drama, Mystery, Slice of Life"
Hibike! Euphonium,8,"Music, School, Drama"
K: Return of Kings,7.63,"Action, Super Power, Supernatural"
Tetsujin 28-gou: Tanjou-hen,Unknown,"Adventure, Mecha, Sci-Fi, Shounen"
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,5.89,Magic
Macross Δ,7.27,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha"
Sayounara Kaba-kun,Unknown,"Historical, Kids"
Slippy Dandy,Unknown,"Action, Kids, Mystery"
Ishii Hisaichi no Nanda Kanda Gekijou,Unknown,"Comedy, Martial Arts, Sci-Fi, Space"
Tsuru no Sugomori,Unknown,Kids
Tsukimonogatari,8.14,"Mystery, Comedy, Supernatural, Ecchi"
Kitsune no Home Run Ou,5.22,"Kids, Sports"
Baguda-jou no Touzoku,5.18,"Adventure, Historical, Romance"
Kogane no Hana,4.98,"Action, Adventure, Fantasy, Historical"
Kokoro no Chikara,5.24,"Adventure, Romance, Historical"
Numa no Taishou,5.14,"Adventure, Comedy"
Kaeru San Yuushi,4.8,"Adventure, Comedy"
Kumo no Ito,5.51,Fantasy
Yuki no Yoru no Yume,5.5,Drama
Dangobei Torimonochou: Hirake - Goma no Maki,5.34,"Action, Adventure, Comedy"
Sword Art Online II: Sword Art Offline II,6.55,Comedy
Kyouryoku Boukuusen,5.1,"Action, Historical, Military"
Shigatsu wa Kimi no Uso: Moments,7.71,"Music, Shounen"
Itsumo Kokoro ni Taiyou wo!,Unknown,"Comedy, Ecchi"
Papa Mama Bye Bye,Unknown,"Historical, Kids"
"Go! Go! 575: Meippai ni, Hajiketeru?",5.58,Slice of Life
Wonder (Movie),6.08,Dementia
Ehon Yose,Unknown,"Historical, Horror, Kids"
Oyo Neko Bunyan,Unknown,"Comedy, Kids"
Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,Unknown,Historical
Hana wa Saku: Touhoku ni Saku,6.01,"Fantasy, Kids"
Little Twins,Unknown,"Adventure, Kids"
Little Twins: Bokura no Natsu ga Tondeiku,Unknown,"Adventure, Kids"
Obatalian,Unknown,Comedy
Gegege no Kitarou: Youkai Japan Rally 3D,Unknown,"Adventure, Fantasy, Cars, Supernatural"
Shirobako Specials,6.88,"Adventure, Comedy"
Kuzuryuugawa to Shounen,Unknown,"Drama, Historical"
Kaitou Gary no Nihonjin Kouryakuhou!,Unknown,Drama
Ooi! Adacchii!,Unknown,"Kids, Historical"
Onigara,Unknown,"Demons, Kids"
Echigo no Mukashibanashi: Attaten Ganoo,Unknown,"Demons, Horror, Kids"
Kuma no Minakuro to Kouhei Jiisan,Unknown,"Drama, Kids"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.64,"Action, Adventure, Comedy, Romance, Fantasy"
Ochou Fujin no Gensou,5.73,"Historical, Drama"
Johnny Cypher,Unknown,"Action, Adventure, Sci-Fi"
Nihon Animator Mihonichi,7.39,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural"
Kujakuou: Sengoku Tensei,5.23,"Action, Demons, Historical, Supernatural"
Yoru no Yatterman,6.51,"Action, Adventure, Comedy, Drama"
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,7.22,Hentai
Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.84,Hentai
Shokugeki no Souma,8.29,"Ecchi, School, Shounen"
Miss Monochrome The Animation: Manager,6.25,"Music, Slice of Life, Comedy"
Oniku Daisuki! Zeushi-kun 2nd Season,Unknown,Comedy
Ofuro no Kazoe Uta,5.23,"Music, Kids"
Yeonghongibyeong Lazenca,Unknown,"Action, Adventure, Mecha, Sci-Fi"
Fastening Days,6.45,"Kids, Magic"
Ketsuekigata-kun! 2,6.51,Comedy
Harmony,6.96,"Sci-Fi, Psychological"
Saint Seiya: Soul of Gold,7.06,"Action, Adventure, Fantasy, Sci-Fi, Shounen"
Etotama,6.85,"Action, Comedy, Fantasy"
