title,rating,genre
"Iriya no Sora, UFO no Natsu",6.99,"Drama, Romance, Sci-Fi"
I'll/CKBC,6.3,"Action, Sports, School, Shounen"
Himiko-den,6.24,"Adventure, Supernatural, Drama, Fantasy"
Memories Off,5.93,"Romance, Drama"
Memories Off 2nd,6.3,"Romance, Drama"
Memories Off 3.5,6.29,"Romance, Drama"
Gallery Fake,7.47,"Mystery, Seinen"
Fake,6.54,"Police, Comedy, Romance, Mystery, Shounen Ai"
AIKa,5.94,"Action, Ecchi, Adventure, Comedy, Sci-Fi"
Akazukin Chacha OVA,7.05,"Comedy, Fantasy, Magic"
Bible Black,6.65,Hentai
Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror"
Burn Up Excess,6.55,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen"
Cardcaptor Sakura Movie 1,7.64,"Comedy, Drama, Magic, Fantasy, Shoujo"
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
Bannou Bunka Neko-Musume,6.7,"Sci-Fi, Adventure, Comedy, Mecha, Seinen"
Bannou Bunka Neko-Musume DASH!,6.37,"Action, Comedy, Ecchi, Romance, Sci-Fi"
Bannou Bunka Neko-Musume (1998),6.53,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.19,"Horror, Psychological, Supernatural, Drama, Ecchi, Seinen"
eX-Driver,6.73,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
eX-Driver the Movie,6.64,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
Heppoko Jikken Animation Excel♥Saga,7.5,"Comedy, Parody, Sci-Fi, Shounen"
Fushigi Yuugi OVA,7.16,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo"
Fushigi Yuugi: Dai Ni Bu,7.27,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo"
Futari Ecchi,6.37,"Comedy, Ecchi, Romance, Seinen, Slice of Life"
Galaxy Angel,7.03,"Comedy, Sci-Fi"
Gantz,7.05,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural"
H2,7.27,"Comedy, Sports, Romance, Shounen"
Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy"
Capeta,7.83,"Cars, Shounen, Sports"
Karas,7.42,"Action, Sci-Fi, Super Power, Fantasy"
Suzuka,7.22,"Sports, Drama, Romance, Shounen"
Tales of Phantasia The Animation,6.82,"Adventure, Fantasy, Shounen"
Yuu☆Yuu☆Hakusho,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen"
Escaflowne,7.08,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo"
Ai Yori Aoshi: Enishi,7.16,"Comedy, Drama, Harem, Romance, Slice of Life"
Gantz 2nd Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
Seikai no Senki,7.72,"Action, Military, Romance, Sci-Fi, Space"
Seikai no Senki II,7.84,"Action, Military, Romance, Sci-Fi, Space"
Seikai no Senki III,7.7,"Action, Military, Romance, Sci-Fi, Space"
Seikai no Senki Special,7.26,"Action, Military, Romance, Sci-Fi, Space"
Seihou Bukyou Outlaw Star,7.87,"Action, Sci-Fi, Adventure, Space, Comedy"
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8,"Romance, Samurai, Historical, Drama, Shounen"
Otogi Juushi Akazukin OVA,6.48,"Adventure, Comedy, Magic, Fantasy"
Hanaukyou Maid-tai,6.62,"Comedy, Ecchi, Harem, Romance"
Bastard!!: Ankoku no Hakaishin,6.75,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen"
Blood: The Last Vampire,6.91,"Horror, Supernatural, Vampire"
Buzzer Beater,6.56,"Shounen, Sports"
Tantei Gakuen Q,7.76,"Comedy, Drama, Mystery, Police, Shounen"
Final Fantasy VII: Last Order,7.33,"Action, Adventure, Drama, Fantasy, Sci-Fi"
Gun x Sword,7.28,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
Kore ga Watashi no Goshujinsama,6.56,"Comedy, Ecchi, Slice of Life"
Hametsu no Mars,2.23,"Sci-Fi, Horror"
Tonari no Yamada-kun,7.19,"Slice of Life, Comedy"
Kurenai no Buta,7.98,"Action, Military, Adventure, Comedy, Historical, Drama, Romance"
Ragnarök The Animation,6.47,"Action, Magic, Fantasy"
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,"Adventure, Comedy, Shounen"
Samurai Deeper Kyou,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen"
Spriggan,6.68,"Adventure, Military, Sci-Fi, Shounen"
Stratos 4,6.66,"Comedy, Military, Sci-Fi, Shounen"
Stratos 4 OVA,6.73,"Comedy, Military, Sci-Fi, Shounen"
Stratos 4 Advance,6.85,"Comedy, Military, Sci-Fi, Shounen"
Dirty Pair,7.18,"Adventure, Comedy, Police, Sci-Fi"
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,"Comedy, Sports, Shounen Ai"
Final Fantasy,6.12,"Action, Adventure, Comedy, Fantasy"
Kaleido Star,7.94,"Comedy, Sports, Drama, Fantasy, Shoujo"
Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,"Adventure, Comedy, Sports, Drama, Shoujo"
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,"Comedy, Drama, Shoujo"
Fullmetal Alchemist: The Conqueror of Shamballa,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen"
Howl no Ugoku Shiro,8.67,"Adventure, Drama, Fantasy, Romance"
Iria: Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi"
"Kumo no Mukou, Yakusoku no Basho",7.56,"Drama, Military, Romance, Sci-Fi"
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,"Action, Adventure, Fantasy"
Magic Knight Rayearth,7.46,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
Perfect Blue,8.48,"Dementia, Drama, Horror, Psychological"
Phantom The Animation,6.54,"Action, Drama, Shounen"
RG Veda,6.14,"Adventure, Drama, Fantasy"
Shoujo Kakumei Utena,8.2,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo"
Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,"Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai"
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen"
Onegai☆Teacher: Himitsu na Futari,7.32,"Comedy, Ecchi, Romance, Sci-Fi"
Maria-sama ga Miteru: Haru,7.68,"Drama, Romance, School, Shoujo, Shoujo Ai"
Tales of Eternia The Animation,6.21,"Adventure, Comedy, Romance, Fantasy"
Weiß Kreuz Glühen,6.59,"Action, Drama, Shounen"
Weiß Kreuz,6.73,"Action, Drama, Shounen"
Tenjou Tenge: The Ultimate Fight,7.06,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural"
InuYasha Movie 4: Guren no Houraijima,7.54,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
InuYasha Movie 3: Tenka Hadou no Ken,7.8,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
.hack//Gift,6.16,"Comedy, Fantasy, Game"
Fantastic Children,7.55,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Thriller"
Gokujou Seitokai,6.94,"Comedy, School, Slice of Life"
Mushishi,8.69,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen"
Buttobi!! CPU,6.24,"Comedy, Ecchi, Magic, Sci-Fi, Seinen"
One Piece Movie 1,7.1,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
One Piece Movie 4: Dead End no Bouken,7.59,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
One Piece Movie 5: Norowareta Seiken,7.23,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,"Adventure, Comedy, Fantasy, Shounen"
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,"Adventure, Comedy, Fantasy, Shounen"
One Piece: Taose! Kaizoku Ganzack,6.76,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen"
Koukaku Kidoutai: Stand Alone Complex,8.45,"Action, Military, Sci-Fi, Police, Mecha, Seinen"
Innocence,7.82,"Military, Sci-Fi, Police, Psychological, Mecha"
Karin,7.17,"Comedy, Romance, Vampire, School, Shounen"
Okusama wa Joshikousei (TV),6.34,"Slice of Life, Comedy, Romance, Drama"
To Heart 2,6.52,"Comedy, Drama, Harem, Romance, School, Slice of Life"
To Heart,6.6,"Drama, Harem, Romance, School, Slice of Life"
Tide-Line Blue,6.66,"Action, Military, Adventure, Drama, Shounen"
Macross Plus,7.72,"Drama, Mecha, Military, Romance, Sci-Fi, Space"
Hotori: Tada Saiwai wo Koinegau,6.93,"Drama, Sci-Fi"
Ginban Kaleidoscope,7.34,"Sports, Supernatural, Drama, Romance"
Aria the Animation,7.69,"Sci-Fi, Slice of Life, Fantasy, Shounen"
Sousei no Aquarion,7.11,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi"
Ueki no Housoku,7.76,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen"
Yu☆Gi☆Oh! Duel Monsters,7.47,"Adventure, Game, Shounen"
Yu☆Gi☆Oh!: Duel Monsters GX,7.16,"Action, Game, Comedy, Fantasy, Shounen"
Kurau Phantom Memory,7.35,"Action, Sci-Fi, Space, Super Power, Drama"
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.35,"Adventure, Shounen, Supernatural"
Damekko Doubutsu,7.29,"Slice of Life, Comedy"
Kino no Tabi: The Beautiful World,8.34,"Action, Adventure, Psychological, Slice of Life"
Girls Bravo: Second Season,6.68,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen"
Ichigo Mashimaro,7.66,"Slice of Life, Comedy"
Kamichu!,7.4,"Comedy, Drama, Slice of Life, Supernatural"
Paniponi Dash!,7.45,"Comedy, Parody, School"
Armitage III: Dual-Matrix,6.86,"Action, Sci-Fi, Adventure, Mecha"
Armitage III: Poly-Matrix,7.08,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha"
Bakuretsu Hunters,6.71,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural"
Kamui no Ken,6.63,"Adventure, Historical, Drama, Fantasy, Shounen"
Yami to Boushi to Hon no Tabibito,6.58,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai"
Haja Taisei Dangaiou,6.13,"Action, Sci-Fi, Adventure, Mecha"
Makai Toshi Shinjuku,6.17,"Adventure, Horror, Romance, Shounen, Supernatural"
Doraemon,7.36,"Adventure, Comedy, Fantasy, Kids, Shounen"
Dragon Ball Movie 1: Shen Long no Densetsu,6.83,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
Eien no Aselia,5.51,"Adventure, Drama, Fantasy"
Fatal Fury: The Motion Picture,6.59,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
Fushigiboshi no☆Futagohime,7.27,"Magic, Comedy, Shoujo"
Glass no Kamen,7.34,"Drama, Romance, Shoujo"
Gravitation: Lyrics of Love,6.96,"Comedy, Romance, Shoujo, Shounen Ai"
Tottoko Hamtarou,6.97,"Adventure, Comedy, Kids"
I My Me! Strawberry Eggs,6.81,"Comedy, Drama, Romance, School, Slice of Life"
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.89,"Comedy, Drama, Harem, Romance, School"
Kidou Shinsengumi Moeyo Ken TV,6.19,"Adventure, Comedy, Historical, Fantasy"
Majo no Takkyuubin,8.24,"Adventure, Comedy, Drama, Magic, Romance, Fantasy"
Tenkuu no Shiro Laputa,8.31,"Adventure, Fantasy, Romance, Sci-Fi"
Cossette no Shouzou,6.85,"Drama, Horror, Magic, Psychological, Romance, Supernatural"
Hajimari no Boukensha-tachi: Legend of Crystania,6.06,"Action, Adventure, Fantasy, Magic, Supernatural"
Keroro Gunsou,7.7,"Comedy, Mecha, Parody, Sci-Fi, Shounen"
School Rumble: Ichi Gakki Hoshuu,7.75,"Comedy, Romance, School, Shounen"
Mahou no Princess Minky Momo,6.74,"Magic, Shoujo"
Mahoraba: Heartful days,7.34,"Comedy, Drama, Romance, Shounen"
Marmalade Boy Movie,7.35,"Romance, Shoujo"
Mermaid Melody Pichi Pichi Pitch,7.04,"Adventure, Music, Comedy, Magic, Romance, Shoujo"
Metropolis,7.54,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen"
Tonari no Totoro,8.31,"Adventure, Comedy, Supernatural"
Onegai☆Twins: Natsu wa Owaranai,7.04,"Comedy, Drama, Romance"
Otogizoushi,6.98,"Adventure, Drama, Fantasy, Historical"
Boku no Chikyuu wo Mamotte,7.17,"Drama, Sci-Fi, Shoujo"
Pokemon,7.34,"Action, Adventure, Comedy, Kids, Fantasy"
Pokemon Movie 01: Mewtwo no Gyakushuu,7.63,"Action, Adventure, Comedy, Kids, Drama, Fantasy"
Saishuu Heiki Kanojo,7.18,"Drama, Military, Romance, School, Sci-Fi"
Bishoujo Senshi Sailor Moon,7.68,"Demons, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon R: The Movie,7.7,"Drama, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon S,7.85,"Drama, Magic, Romance, Shoujo"
Sensei no Ojikan: Doki Doki School Hours,6.69,"Comedy, Slice of Life"
Slayers,7.76,"Adventure, Comedy, Demons, Magic, Fantasy"
Slayers Next,8.04,"Adventure, Comedy, Demons, Magic, Fantasy"
Slayers: The Motion Picture,7.3,"Adventure, Comedy, Magic, Fantasy, Shounen"
Tekken,5.27,"Action, Sci-Fi, Adventure, Martial Arts"
Shin Tenchi Muyou!,6.87,"Comedy, Harem, Romance, Sci-Fi, Shounen"
Tenchi Muyou! Ryououki,7.66,"Action, Comedy, Sci-Fi, Shounen, Space"
Tenchi Muyou! Ryououki 2nd Season,7.66,"Action, Comedy, Harem, Sci-Fi, Shounen, Space"
Tenchi Muyou! Ryououki 3rd Season,7.32,"Action, Comedy, Harem, Sci-Fi, Shounen, Space"
Vampire Hunter D (2000),7.89,"Action, Sci-Fi, Horror, Drama, Romance, Vampire, Fantasy"
Venus Senki,6.78,"Action, Sci-Fi, Adventure, Space"
Mousou Kagaku Series: Wandaba Style,6.03,"Comedy, Sci-Fi"
Wind: A Breath of Heart (TV),6,"Drama, Romance, School, Supernatural"
Wind: A Breath of Heart OVA,6.24,"Romance, Supernatural, School, Drama"
Wonderful Days,7.04,"Action, Drama, Romance, Sci-Fi"
Yu☆Gi☆Oh!,7.21,"Action, Game, Comedy, Fantasy, Shounen"
Grappler Baki: Saidai Tournament-hen,7.45,"Action, Martial Arts, Shounen, Sports"
Digimon Adventure,7.79,"Action, Adventure, Comedy, Fantasy, Kids"
Yami no Matsuei,7.07,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire"
Koutetsu Tenshi Kurumi,6.79,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen"
Koutetsu Tenshi Kurumi 2,6.3,"Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen"
Koutetsu Tenshi Kurumi Zero,6.11,"Drama, Romance, Sci-Fi"
Koutetsu Tenshi Kurumi Encore,6.7,"Comedy, Historical, Romance, Sci-Fi, Shounen"
Major S2,8.25,"Comedy, Drama, Shounen, Sports"
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.35,"Sci-Fi, Psychological, Drama"
Soukyuu no Fafner: Right of Left - Single Program,7.4,"Action, Drama, Mecha, Military, Sci-Fi"
Sakura Taisen,6.88,"Adventure, Mecha, Sci-Fi, Shounen"
Sakura Taisen: Le Nouveau Paris,6.44,"Adventure, Mecha, Sci-Fi, Shounen"
DNA²,6.68,"Sci-Fi, Comedy, Romance"
Puni Puni☆Poemii,6.56,"Comedy, Magic, Sci-Fi, Shounen"
Steamboy,7.35,"Action, Military, Sci-Fi, Adventure, Historical, Drama"
Tetsuwan Birdy,7.11,"Action, Comedy, Sci-Fi, Shounen"
The Big O,7.53,"Action, Sci-Fi, Mystery, Psychological, Mecha"
Bubblegum Crisis Tokyo 2040,7.1,"Adventure, Mecha, Sci-Fi, Shounen"
Musekinin Kanchou Tylor,7.87,"Military, Sci-Fi, Space, Comedy, Parody"
Jin-Rou,7.79,"Military, Police, Psychological, Drama, Romance"
Moldiver,6.07,"Action, Sci-Fi, Romance, Mecha"
Kaze no Tani no Nausicaä,8.4,"Adventure, Fantasy"
Saber Marionette J,7.35,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen"
Rean no Tsubasa,5.74,"Sci-Fi, Fantasy, Mecha"
Magikano,6.38,"Comedy, Fantasy, Harem, Magic, Romance, Shounen"
Kagi Hime Monogatari: Eikyuu Alice Rondo,6.21,"Fantasy, Magic"
Hotaru no Haka,8.51,"Drama, Historical"
Battle Programmer Shirase,6.94,"Comedy, Ecchi, Sci-Fi"
Kogepan,6.84,Comedy
Honoo no Labyrinth,6.25,"Adventure, Comedy, Ecchi, Samurai"
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.71,"Comedy, Martial Arts, School, Shounen"
Noein: Mou Hitori no Kimi e,7.62,"Sci-Fi, Adventure, Slice of Life, Drama"
Mimi wo Sumaseba,8.23,"Slice of Life, Drama, Romance, Shoujo"
Ayakashi: Japanese Classic Horror,7.45,"Mystery, Historical, Horror, Fantasy"
Hanbun no Tsuki ga Noboru Sora,7.52,"Comedy, Drama, Romance"
Itsudatte My Santa!,5.96,"Ecchi, Fantasy, Romance, Comedy, Shounen"
Ginga Nagareboshi Gin,8.04,"Action, Adventure, Drama, Shounen"
Kage kara Mamoru!,6.62,"Comedy, Romance, Shounen"
Amaenaide yo!!,6.5,"Comedy, Ecchi, Harem, Romance, Supernatural"
PopoloCrois,6.93,"Adventure, Fantasy"
Mugen no Ryvius,7.48,"Drama, Mecha, Military, Psychological, Sci-Fi, Space"
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,"Action, Adventure, Comedy, Shounen, Super Power"
X OVA,6.84,"Mystery, Supernatural, Drama, Romance, Fantasy"
Chobits: Chibits,7,"Romance, Comedy"
Neko no Ongaeshi,7.8,"Adventure, Drama, Fantasy"
Jinzou Ningen Kikaider The Animation,6.99,"Action, Sci-Fi, Drama, Mecha, Shounen"
Yuugen Kaisha,6.48,"Action, Adventure, Comedy, Super Power, Supernatural, Magic, Vampire"
Legend of Duo,4.93,"Supernatural, Drama, Vampire, Shounen Ai"
Nekojiru-sou,7.33,"Comedy, Dementia, Psychological"
KO Seiki Beast Sanjuushi,6.52,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural"
Futari wa Precure,7,"Action, Comedy, Magic, Fantasy, Shoujo"
Mahou no Stage Fancy Lala,7.12,"Music, Comedy, Drama, Magic, Romance, Shoujo"
Tenshi ni Narumon!,6.71,"Comedy, Romance, Vampire, Fantasy"
Kazemakase Tsukikage Ran,7.12,"Adventure, Comedy, Historical, Martial Arts, Samurai"
Otogi Juushi Akazukin,6.95,"Adventure, Comedy, Fantasy"
Sakura Taisen: Katsudou Shashin,6.45,"Adventure, Mecha, Sci-Fi, Shounen"
Saishuu Heiki Kanojo: Another Love Song,7.1,"Drama, Romance, Sci-Fi"
Popotan,6.29,"Comedy, Drama, Ecchi, Supernatural"
Platonic Chain,5.67,"Sci-Fi, Slice of Life"
PetoPeto-san,6.53,"Comedy, Demons, Romance, School"
Onmyou Taisenki,7.17,"Adventure, Fantasy, Supernatural, Shounen"
Okusama wa Mahou Shoujo,6.34,"Magic, Romance"
Nurse Witch Komugi-chan Magikarte,6.62,"Comedy, Magic, Parody"
Nurse Angel Ririka SOS,6.72,"Drama, Fantasy, Magic, Shoujo"
Juubee Ninpuuchou,7.61,"Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen"
Juubee Ninpuuchou: Ryuuhougyoku-hen,6.7,"Adventure, Horror, Magic, Martial Arts, Samurai, Shounen, Supernatural"
Ninja Ryuukenden,5.65,"Action, Sci-Fi, Demons, Supernatural, Thriller"
Takahashi Rumiko Gekijou Ningyo no Mori,7.06,"Mystery, Horror, Drama, Fantasy"
Night Walker: Mayonaka no Tantei,6.94,"Action, Comedy, Horror, Mystery, Vampire"
Natsu-iro no Sunadokei,6.56,"Drama, Romance, Sci-Fi"
Shichinin no Nana,6.72,"Adventure, Comedy, Magic, Romance, School"
Mouse,6.04,"Action, Harem, Comedy, Ecchi, Shounen"
Moekan The Animation,5.58,"Comedy, Romance"
Mamotte Shugogetten!,6.68,"Comedy, Fantasy, Magic, Romance, Shounen"
Major S1,8.27,"Comedy, Sports, Drama, Shounen"
Mahoutsukai Tai!,7.07,"Sci-Fi, Comedy, Magic, Romance, Fantasy"
Mahoutsukai Tai! (TV),6.78,"Sci-Fi, Comedy, Magic, Romance, School"
Mahoromatic Summer Special,7.13,"Ecchi, Romance, Comedy, Sci-Fi"
Mahoromatic End Year Special,6.93,"Ecchi, Romance, Comedy, Military, Sci-Fi"
Legend of Basara,7.32,"Adventure, Romance, Drama, Shoujo"
Koi Kaze,7.13,"Drama, Psychological, Romance, Seinen, Slice of Life"
Juubee-chan: Lovely Gantai no Himitsu,6.67,"Action, Adventure, Comedy, Drama, Shounen"
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.87,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen"
Iketeru Futari,6.63,"Comedy, Romance, Ecchi, School, Seinen"
Ichigo 100% Special 2,6.88,"Comedy, Ecchi, Romance, Shounen"
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.9,"Ecchi, Romance, Shounen"
Hachimitsu to Clover Specials,7.7,"Comedy, Drama, Josei, Romance, Slice of Life"
Hikaru no Go: Hokuto Hai e no Michi,7.98,"Game, Shounen"
Haunted Junction,6.65,"Comedy, Supernatural, School, Shounen"
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.28,"Adventure, Fantasy, Romance, Supernatural, Demons, Historical, Drama, Shoujo"
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.19,"Comedy, Drama, Harem, Romance, Sci-Fi"
Hanaukyou Maid-tai: La Verite,6.8,"Comedy, Ecchi, Harem, Romance"
Gunsmith Cats,7.27,"Action, Comedy, Police, Seinen"
Green Green Thirteen: Erolutions,6.13,"Hentai, Comedy, Romance"
Galaxy Angel Z,7.18,"Sci-Fi, Comedy"
Galaxy Angel 3,7.31,"Comedy, Sci-Fi"
Galaxy Angel 3 Specials,7.18,"Comedy, Sci-Fi"
Galaxy Angel 4,7.22,"Comedy, Sci-Fi"
Air in Summer,7.33,"Romance, Supernatural, Comedy, Historical, Drama"
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,"Game, Psychological, Thriller, Seinen"
Azumanga Daioh: Gekijou Tanpen,7.03,"Comedy, School, Slice of Life"
Denshin Mamotte Shugogetten,6.49,"Comedy, Fantasy, Magic, Romance, Shounen"
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.23,"Harem, Romance, School, Drama"
Fullmetal Alchemist: Reflections,7.29,"Adventure, Fantasy, Comedy, Military, Drama, Shounen"
JoJo no Kimyou na Bouken: Adventure,7.18,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire"
JoJo no Kimyou na Bouken,7.35,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire"
Kashimashi: Girl Meets Girl,6.67,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life"
Koi Koi 7,5.81,"Comedy, Harem, Romance"
Kujibiki Unbalance,6.12,"Comedy, Romance, School"
Lamune,6.83,"Drama, Romance, Slice of Life"
Lemon Angel Project,6.59,"Drama, Music"
Mai-HiME Specials,6.93,Comedy
One: Kagayaku Kisetsu e,5.22,"Supernatural, Drama"
Refrain Blue,5.8,"Romance, Drama"
Sentimental Journey,6.36,"Drama, Romance, Shoujo"
Shadow Skill: Eigi,7.12,"Adventure, Fantasy, Magic, Martial Arts, Super Power, Drama, Shounen"
Shadow Skill (1996),6.59,"Adventure, Drama, Fantasy, Shounen"
Tenbatsu Angel Rabbie☆,5.16,"Magic, Comedy, Sci-Fi"
Otogi Story Tenshi no Shippo,6.56,"Fantasy, Magic, Comedy, Harem, Romance"
Otogi Story Tenshi no Shippo Specials,6.4,"Comedy, Fantasy, Magic, Romance"
Tenshi no Shippo Chu!,6.54,"Fantasy, Magic, Romance"
To Heart: Remember My Memories,6.44,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life"
To Heart: Remember My Memories Specials,6.12,"Parody, Martial Arts, Comedy, Super Power, Samurai, Sci-Fi"
Tokyo Mew Mew,6.99,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo"
Uta∽Kata,6.72,"Psychological, Drama, Magic"
Uta∽Kata: Shotou no Futanatsu,6.95,"Drama, Magic"
Kyuuketsuhime Miyu (TV),7.15,"Action, Horror, Demons, Drama, Vampire, Shoujo"
Yawara!,7.48,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports"
