title,rating,genres
Hibike! Euphonium Movie 3: Chikai no Finale,7.77,"Music, Drama, School"
Doraemon (2005) Specials,6.31,"Comedy, Seinen"
NoisyCell x Ponkotsu Quest,5.36,"Comedy, Music, Parody"
Akichi Asobi: Playground,6.18,"Drama, Fantasy"
Anime Mitai na,4.85,"Music, Dementia"
Arara,5.43,"Dementia, Supernatural"
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.28,"Harem, Comedy, Romance, Ecchi, School"
Yami Shibai 5,6.3,"Dementia, Horror, Supernatural"
ACCA: 13-ku Kansatsu-ka Specials,6.78,"Slice of Life, Seinen"
Swamp Stamp Anime Edition,5.76,Hentai
Mayoiga no Oneesan The Animation,6.97,Hentai
Musekinin Galaxy☆Tylor,4.01,"Military, Sci-Fi, Space, Comedy, Parody"
Pikotarou no Lullaby Lullaby (TV),5.55,"Comedy, Parody"
Doraemon Movie 38: Nobita no Takarajima,7.13,"Adventure, Fantasy, Kids"
Nyago Dance,5.04,Kids
Goichi Jiisan,5.62,Fantasy
Otsukimi Recital,7.1,"Music, Psychological"
Comic Girls,7.42,"Slice of Life, Comedy"
Gin no Guardian II,6.61,"Adventure, Fantasy"
Shingeki no Kyojin Season 3,8.59,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
Hungry Days: Aoharu ka yo.,5.96,"Slice of Life, Magic, Romance"
Noraneko,6,Comedy
Starmyu 2nd Season Special,6.76,Music
Kingdom Hearts χ Back Cover,6.97,"Action, Fantasy, Magic, Mystery"
Rilakkuma to Kaoru-san,7.65,Kids
Ookami Heart,6.27,Music
Inyouchuu Shoku: Harami Ochiru Shoujo-tachi Anime Edition,4.89,"Hentai, Demons"
Boku dake no Hentai Kanojo The Animation,6.23,Hentai
Shokugeki no Souma: San no Sara,8.14,"Ecchi, School, Shounen"
Yowamushi Pedal: Glory Line,7.58,"Comedy, Drama, Shounen, Sports"
Tate no Yuusha no Nariagari,8,"Action, Adventure, Drama, Fantasy"
Detective Conan Movie 22: Zero The Enforcer,7.8,"Action, Drama, Mystery, Police"
Ginga,5.79,"Sci-Fi, Adventure, Music"
Cinderella Girls Gekijou Specials,6.31,"Slice of Life, Comedy"
"Haikyuu!!: vs. ""Akaten""",7.72,"Sports, Shounen"
Otome Chic,5.91,Music
Granblue Fantasy The Animation: Kabocha no Lantern,6.65,Fantasy
Boku dake ga Inai Machi Recaps,7.21,"Mystery, Psychological, Supernatural, Seinen"
Love Kome: We Love Rice 2nd Season,4.83,Slice of Life
Chio-chan no Tsuugakuro,7.45,"Comedy, Seinen"
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,7.53,"Comedy, Vampire, Fantasy, School, Seinen"
Otome*Domain The Animation,6.71,Hentai
Miira no Kaikata,7.42,"Slice of Life, Comedy, Supernatural"
Angolmois: Genkou Kassenki,7.15,"Action, Drama, Historical, Military, Samurai"
RErideD: Tokigoe no Derrida,5.7,"Action, Sci-Fi, Drama"
Shoujo Shuumatsu Ryokou,8.19,"Adventure, Mystery, Sci-Fi, Slice of Life"
Sora yori mo Tooi Basho,8.57,"Adventure, Comedy, Drama"
Hataraku Saibou,6.85,Sci-Fi
FLCL Alternative,6.58,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi"
Gintama.: Porori-hen,8.53,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
SSSS.Gridman,7.19,"Action, Sci-Fi, Mecha"
Promare,8.08,"Action, Mecha, Sci-Fi, Super Power"
Darling in the FranXX,7.33,"Action, Drama, Mecha, Romance, Sci-Fi"
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.45,"Drama, Fantasy"
Lupin III: Part 5,8.17,"Action, Adventure, Comedy, Mystery, Seinen"
Kura Sushi,5.88,Slice of Life
Black Jack: Futari no Kuroi Isha - Manner Movie,6,"Comedy, Parody"
Karakai Jouzu no Takagi-san,7.77,"Slice of Life, Comedy, Romance, School, Shounen"
Grisaia: Phantom Trigger The Animation,6.99,"Action, School"
Yowamushi Pedal: Re:Generation,7.06,"Comedy, Sports, Drama, Shounen"
Cinderella Girls Gekijou 2nd Season,6.65,"Slice of Life, Comedy"
Hakata Tonkotsu Ramens,7.41,"Action, Mystery"
Implicity,5.98,Hentai
Ryuuou no Oshigoto!,6.92,"Comedy, Game, Slice of Life"
Guruguru Petit Anime Gekijou,6.04,"Adventure, Comedy, Slice of Life, Super Power"
Ame-iro Cocoa Series: Ame-con!!,4.78,"Slice of Life, Comedy"
Shishunki Sex,7.13,Hentai
Devils Line,6.79,"Action, Drama, Romance, Seinen, Supernatural, Vampire"
Kime Koi!,6.85,Hentai
Yume ga Sameru made,7.04,Drama
Aoshima Megu,5.33,Adventure
Imouto Bitch ni Shiboraretai,7.1,Hentai
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,7.24,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
Mobile Suit Gundam Thunderbolt: Bandit Flower,7.28,"Action, Military, Sci-Fi, Space, Drama, Mecha"
Devilman Memorial,5.82,"Action, Horror, Demons, Supernatural"
Kud Wafter,7.1,"Comedy, Romance, School"
Basilisk: Ouka Ninpouchou,5.47,"Action, Drama, Historical, Martial Arts"
Baja no Studio,7.05,"Fantasy, Magic"
Wotaku ni Koi wa Muzukashii,7.96,"Comedy, Romance, Slice of Life"
Onyankopon,4.47,"Music, Comedy, School"
Fairy Tail: Final Series,7.55,"Action, Adventure, Comedy, Magic, Fantasy, Shounen"
"Hope: Suiso Shakai to, Korekara no Energy no Hanashi",5.04,Slice of Life
Gundam Build Fighters: GM no Gyakushuu,7.18,"Action, Sci-Fi, Mecha"
Harukana Receive,6.7,"Slice of Life, Sports"
Mahou Shoujo Lyrical Nanoha: Detonation,7.52,"Action, Comedy, Drama, Magic, Super Power"
Dame x Prince Anime Caravan,6.53,"Adventure, Comedy, Romance, Fantasy"
Super Mario no Shouboutai,5.29,Kids
Satsuriku no Tenshi,6.87,"Adventure, Horror, Psychological, Thriller"
Märchen Mädchen,5.4,"Fantasy, Magic, School"
Dia Horizon (Kabu),5.05,"Action, Adventure, Magic, Fantasy"
Sora to Umi no Aida,5.68,"Sci-Fi, Adventure, Space, Fantasy"
Alice or Alice,5.33,"Seinen, Slice of Life"
Two Car,5.65,Sports
Heartful Maman The Animation,6.72,Hentai
Cardfight!! Vanguard G: Z,6.48,"Action, Game, Shounen"
Persona 5 the Animation,6.47,"Action, Fantasy, Supernatural"
Ousama Game The Animation,5,"Mystery, Dementia, Horror, Supernatural, Drama, School"
Golden Kamuy,7.83,"Action, Adventure, Historical, Seinen"
Hakyuu Houshin Engi,5.41,"Adventure, Demons, Fantasy, Shounen, Supernatural"
Yoiko no Rekishi Anime: Ookina Kabu (Kabu),6.03,"Comedy, Parody"
Air Recap,6.27,"Supernatural, Drama, Romance"
Kagirohi: Shaku Kei - Another,6.24,Hentai
Senran Kagura Shinovi Master: Tokyo Youma-hen,6.3,"Action, Comedy, Ecchi, School"
Net-juu no Susume,7.63,"Game, Comedy, Romance"
A.I.C.O.: Incarnation,6.63,"Action, Sci-Fi"
Knights of the Zodiac: Saint Seiya,5.12,"Sci-Fi, Adventure, Fantasy, Shounen"
Net-juu no Susume Special,7.41,"Game, Comedy, Romance"
Dagashi Kashi 2,6.87,"Slice of Life, Comedy, Shounen"
Ikezu,5.72,"Music, Comedy"
Hitozuma Life: One Time Gal,6.41,Hentai
Kyonyuu Daikazoku Saimin,7,Hentai
I'm Coming,5.21,Music
Soccer,4.77,"Music, Sports"
Fate/Grand Order,7.34,"Action, Fantasy"
Endless Summer,5.63,Music
Macross Δ Movie: Gekijou no Walküre,6.76,"Action, Space, Mecha, Military, Music, Sci-Fi"
Beat in Love,5.42,Music
Lostorage Conflated WIXOSS: Missing Link,6.58,"Game, Psychological"
9,4.97,Music
Alluptoyou,5.21,Music
Hakumei to Mikochi,7.65,"Fantasy, Seinen, Slice of Life"
Mirror Mirror (Bombs BiS),5.67,Music
Ice Fist,5.2,"Music, Dementia"
Happy Forest,5.66,"Slice of Life, Fantasy"
Kimi no Suizou wo Tabetai,8.59,Drama
Watashi ga Nakou Hototogisu,5.54,Music
Halved,5.25,Music
Haha no Supporter,6.17,Drama
Shingeki no Kyojin: Lost Girls,7.75,"Action, Horror, Supernatural, Drama, Fantasy"
Takunomi.,6.43,"Comedy, Slice of Life"
Boku dake no Hentai Kanojo Motto♥ The Animation,6.23,Hentai
Katte ni Shiyagatte,5.19,"Music, Dementia"
Uma no Friends,6.28,"Comedy, Sports, Fantasy"
Ikkyuu Nyuukon,6.88,"Harem, Hentai"
Ryuudouji Shimon no Inbou,6.38,Hentai
Itou Junji: Collection,6.17,"Mystery, Comedy, Horror, Demons, Psychological, Supernatural, Drama, Thriller, School"
Uchiage Hanabi,7.59,Music
Crystal Clear,6.44,"Music, Space"
Succubu-ist Story The Animation,6.39,Hentai
Garo: Vanishing Line,7.17,"Action, Demons, Supernatural, Fantasy"
Tottoko Hamtarou: Anime Dechu!,6.26,"Adventure, Shoujo"
Wangu Xian Qiong,7.01,"Adventure, Comedy, Fantasy"
Bibury,5.25,Slice of Life
Keifuku-san,5.95,Fantasy
Gokiburi Taisou,4.67,"Dementia, Music, Sports"
Nowhereland,5.05,"Music, Dementia"
Hachiko↑Dance,4.68,Music
Yaoguai Mingdan 2nd Season,7.68,"Action, Comedy, Romance, Fantasy"
"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",5.51,Slice of Life
Fireball Humorous,5.76,"Sci-Fi, Comedy"
World's End Umbrella,5.91,Music
Wonderland to Hitsuji no Uta,5.44,Music
Sajou no Yumekui Shoujo,5.48,Music
Suna no Wakusei feat. Hatsune Miku,7.07,Music
Diary,6.23,Music
Clock Lock Works,5.41,Music
Christmas Morgue,5.12,Music
Abstract feat. Alkama,5.27,Dementia
Feng Ling Yu Xiu,6.65,"Adventure, Martial Arts"
Lan Mo de Hua,6.56,"Magic, Romance, School"
The iDOLM@STER Prologue SideM: Episode of Jupiter,7.17,Music
Boku wa Sonzai Shiteinakatta,6.13,Music
Starship Troopers: Red Planet,6.5,"Action, Military, Sci-Fi"
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,6.14,"Comedy, Fantasy, Parody"
Infini-T Force Movie: Gatchaman - Saraba Tomo yo,6.24,"Action, Sci-Fi, Seinen, Super Power"
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",5.59,"Ecchi, Romance, School"
Asagao to Kase-san.,7.73,"Romance, School, Shoujo Ai"
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.91,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
Itsudatte Bokura no Koi wa 10 cm Datta.,7.52,"Comedy, Drama, Romance, School"
New My Tear CL Series,5.41,Slice of Life
Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,7.2,Hentai
Kai Feng Qitan: Zhege Baogong Bu Taixing,6.22,"Action, Comedy, Historical"
Anisama,5.86,"Adventure, Comedy, Fantasy"
Rainbow Signal: Hi-Fi Set,5.99,"Music, Romance, Fantasy"
Glory Days,6.72,"Action, Music, Mecha"
Sono Me ga Mitsumeru Mono,5.3,"Fantasy, Shounen"
Scratch x One Piece Film: Gold,6.14,"Fantasy, Shounen"
One Piece Film: Gold - Cine Mike Popcorn Kokuchi,6.19,"Fantasy, Shounen"
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,6.03,"Fantasy, Shounen"
Evil or Live,5.83,"Psychological, School"
Monster Strike Anime: Kieyuku Uchuu-hen,6.4,"Action, Game, Fantasy"
Baka to Test to Shoukanjuu Mini Anime,6.72,"Comedy, School, Super Power"
Jukujo Shigan,5.38,Hentai
Katainaka ni Totsuidekita ○-ssia Musume to H Shimakuru Ohanashi,7.19,Hentai
Ohedo Julia-Night,6.23,Music
Pingu in the City,6.59,"Comedy, Kids, Slice of Life"
Drive Car,5.29,"Dementia, Music"
Mahou Shoujo Site,6.48,"Drama, Horror, Psychological, Supernatural"
Uchuu Senkan Tiramisù,6.38,"Comedy, Mecha, Sci-Fi, Slice of Life, Space"
Detective Conan: Anti-Crime Guide,6.34,Kids
Natsume Yuujinchou Roku Specials,8.4,"Slice of Life, Demons, Supernatural, Drama, Shoujo"
Gokiburi Hime,5.49,Sci-Fi
Usatalk,4.52,Dementia
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,7.54,"Drama, Fantasy"
Doraemon Eigo Kyoushitsu,6.04,Kids
Glamorous Heroes,4.5,"Action, Game"
Daybreak Interlude,7.07,Music
Xiang Ling Ji,6.69,"Action, Demons, Fantasy"
Ling Yu,6.64,Fantasy
Hinamatsuri,8.21,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural"
Hachigatsu no Cinderella Nine,5.53,"Music, Sports"
Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,5.94,"Comedy, Parody, Mecha"
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou,7.14,"Romance, School"
Blade Runner: Black Out 2022,6.98,"Sci-Fi, Thriller"
Butlers: Chitose Momotose Monogatari,5.64,"Comedy, School, Supernatural"
Shichisei no Subaru,6.13,"Action, Fantasy, Game, Sci-Fi"
Gaikotsu Shotenin Honda-san,7.32,"Comedy, Slice of Life"
Quanzhi Fashi II,6.72,"Action, Magic, Fantasy, School"
Nissin no Donbei x Kemono Friends,6.09,Comedy
Full Metal Panic! Movie 1: Boy Meets Girl,6.9,"Action, Comedy, Mecha, Military, Sci-Fi"
Full Metal Panic! Movie 2: One Night Stand,6.96,"Action, Comedy, Mecha, Military, Sci-Fi"
Full Metal Panic! Movie 3: Into the Blue,6.96,"Action, Military, Sci-Fi, Comedy, Mecha"
Katasumi no Uroko,6.4,"Adventure, Drama, Fantasy"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,7.97,"Action, Drama, Military, Sci-Fi, Space"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.09,"Action, Drama, Military, Sci-Fi, Space"
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.22,"Action, Drama, Military, Sci-Fi, Space"
Shiyan Pin Jiating,6.35,"Sci-Fi, Slice of Life"
"Attakai, Fuyu Canada",6.37,Slice of Life
Kenja no Mago,6.54,"Action, Comedy, Magic, Romance, Fantasy"
Yodel no Onna,5.36,"Music, Comedy"
Koneko no Chi: Ponponra Dairyokou,6.49,Slice of Life
Zhandou Wang Zhi Jufeng Zhan Hun,6.38,"Action, Kids, Shounen"
Princess Principal: Ange Report,6.49,"Action, Mystery"
One Room Second Season,6.13,Slice of Life
Toaru Majutsu no Index III,6.76,"Action, Sci-Fi, Super Power, Magic"
Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,5.67,"Action, Military, Sci-Fi, Space, Mecha"
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,6.89,Comedy
Ku Pao Ying Xiong,5.69,"Action, Adventure, Fantasy, Game, Magic"
Touken Ranbu: Hanamaru - Makuai Kaisouroku,6.46,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy"
Still,5.9,Music
Wo de Tian Jie Nu You,6.57,"Adventure, Super Power, Supernatural, Romance, Fantasy"
Boku no Hero Academia 3rd Season,8.25,"Action, Comedy, Super Power, School, Shounen"
Soukou Musume Senki,5.3,"Action, Military, Fantasy"
"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",6.54,Hentai
Digimon Adventure tri. 6: Bokura no Mirai,7.22,"Action, Adventure, Comedy, Drama"
Shoujo Shuumatsu Jugyou,6.48,"Comedy, Parody, School"
Tada-kun wa Koi wo Shinai,7.55,"Comedy, Romance, Slice of Life"
Love Live! Sunshine!! Recap,6.76,Music
Sword Art Online: Alicization,7.57,"Action, Game, Adventure, Romance, Fantasy"
Sword Art Online Alternative: Gun Gale Online,7.07,"Action, Fantasy, Game, Military, Sci-Fi"
Drifters (OVA),7.57,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen"
B-Project: Zecchou*Emotion,6.71,"Music, Shoujo"
Princess Principal Picture Drama,6.36,"Action, Drama, Mystery"
Beachside Lover,5.2,Music
Doupo Cangqiong,7.32,"Action, Adventure, Comedy, Supernatural, Romance"
Road to You,6.8,"Drama, Romance"
Esoragoto Spiral,6.18,"Music, Psychological, School"
Mekakucity Records,7.54,"Music, Psychological, Sci-Fi"
Overlord Movie: Ple Ple Pleiades,6.87,"Action, Comedy, Magic, Fantasy"
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,6.38,Comedy
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.53,Comedy
MahoYome: Aisatsu,6.04,Parody
MahoYome,6.65,Parody
Ulysses: Jehanne Darc to Renkin no Kishi,5.35,"Action, Fantasy"
Tokyo Ghoul:re,6.53,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen"
Rokuhoudou Yotsuiro Biyori,7.61,"Slice of Life, Seinen"
Dies Irae: To the Ring Reincarnation,6.03,"Action, Super Power, Magic"
Beatless,6.2,"Action, Drama, Romance, Sci-Fi"
Ninja Batman,6.13,"Action, Martial Arts, Samurai"
Pikotarou no Lullaby Lullaby,5.26,"Comedy, Parody"
Dies Irae: Irasshai Zonnenji,5.57,"Comedy, Parody"
Ling Qi 2,7.49,"Action, Comedy, Magic, Shounen Ai, Supernatural"
Dies Irae: Reimei,5.34,"Action, Super Power, Magic"
Dorei-ku The Animation,5.98,"Drama, Psychological"
Kakyuusei (TV): Hajimemashite Tina!,5.71,"Sci-Fi, Romance, School"
The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,6.4,Music
Shinkansen Henkei Robo Shinkalion The Animation,6.78,"Action, Sci-Fi, Kids, Mecha"
Starmyu 3rd Season,6.89,"Music, Slice of Life, School"
Starmyu in Halloween,6.95,"Music, Slice of Life, School"
Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,"Demons, Drama, Shoujo, Slice of Life, Supernatural"
Tsuki ga Kirei Special,7.29,"Comedy, Romance, School"
Boku wa Robot-goshi no Kimi ni Koi wo Suru,6.38,"Sci-Fi, Romance"
Heibai Wushang 2nd Season,6.47,"Action, Comedy, Supernatural"
Huyao Xiao Hongniang: Qian Yan,7.51,"Comedy, Historical, Supernatural, Romance"
Kokkoku,7.04,"Psychological, Supernatural, Drama, Mystery, Seinen"
Yinhun x He Wei Dao,7.09,Comedy
Peace Maker Kurogane Movie 2: Yuumei,6.52,"Action, Comedy, Historical, Samurai, Shounen"
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.4,"Comedy, Romance, Ecchi, School"
Doupo Cangqiong Specials,7.43,"Action, Adventure, Demons, Fantasy"
Megalo Box,7.92,"Action, Sci-Fi, Slice of Life, Sports, Drama"
Kamiusagi Rope x Boruto: Naruto Next Generations,5.55,"Slice of Life, Comedy"
Major 2nd (TV),7.49,"Comedy, Drama, Shounen, Sports"
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.64,"Comedy, Seinen"
Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,6.52,"Comedy, Parody"
Dungeon Meshi,5.88,Fantasy
Monogatari no Aru Satou,6.07,Romance
Granblue Fantasy The Animation Season 2,6.78,"Adventure, Fantasy"
Hug tto! Precure,7.72,"Action, Magic, Fantasy, Shoujo"
Brilliant Better,5.41,Music
Fortissimo Bell,5.03,Music
Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,5.3,Music
Detarame Rock & Roll Theory,5.23,Music
Heart Beat,5.25,Music
Muteki We Are One!!,5.18,Music
Dokidoki Dream!!!,5.39,Music
Moushin Soloist Life!,5.02,Music
My Dearest Song,5.52,Music
Neko Matsuri,5.89,Music
Bang Babang Bang!!!,5.29,Music
Tic Tac Dreamin',5.12,Music
Trust,5.43,Music
Spicy Swingy Style,5.16,Music
Session High⤴,5.63,Music
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.29,"Action, Slice of Life, Comedy, Supernatural"
Flowering Heart 2,6.31,"Kids, Magic"
Hamaneko,5.53,Slice of Life
4 Shuunen Monst? Shiru ka yo!,5.2,"Game, Comedy"
Ajin 2nd Season OVA,7.1,"Action, Mystery, Horror, Supernatural, Seinen"
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",6.3,"Slice of Life, Comedy, School, Shoujo"
Kimagure Mercy,6.4,Music
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,"Comedy, Ecchi, Romance"
Date A Live III,7.13,"Sci-Fi, Harem, Comedy, Romance, Mecha, School"
Akashic Re:cords,6.43,"Game, Fantasy"
Shadowverse,5.94,"Fantasy, Game"
Kakusansei Million Arthur,5.46,"Game, Music, Fantasy"
Kairisei Million Arthur,5.51,"Game, Music, Fantasy"
Shaonian Jinyiwei,6.39,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen"
Daitai 3-pun de Wakaru .hack History,5.9,"Game, Comedy"
Banana Fish,8.45,"Action, Adventure, Drama, Shoujo"
Piano no Mori (TV),7.33,"Adventure, Music, Comedy, Drama, School, Seinen"
Tsurune: Kazemai Koukou Kyuudoubu,7.58,"Sports, Drama, School"
Tsukumogami Kashimasu,6.71,"Slice of Life, Comedy, Historical, Demons, Supernatural"
Souten no Ken: Regenesis,5.69,"Action, Historical, Martial Arts"
Dahufa,6.6,"Action, Adventure, Fantasy"
Matsumotokiyoshi x Osomatsu-san,5.76,Comedy
An Ling Yu Shi Di Qi,6.03,"Sci-Fi, Adventure, Kids"
Wanna Be a Tuna,5.54,Music
Overlord Movie: Manner Movie,6.85,Comedy
Shining☆Romance,6.5,Music
Force Live,6.68,Music
Hifuu Katsudou Kiroku: The Sealed Esoteric History,7.23,"Magic, Fantasy"
Shinmai Maou no Testament Departures,6.94,"Action, Demons, Ecchi, Fantasy, Harem, Romance"
Kyonyuu Dosukebe Gakuen,6.49,Hentai
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.87,"Sci-Fi, Music, Slice of Life, Comedy"
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.76,"Action, Drama, Fantasy, Shounen, Super Power"
Free!: Dive to the Future,7.59,"Comedy, Drama, School, Slice of Life, Sports"
Hashire! Osomatsu-san,6.12,"Comedy, Parody"
Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,5.49,"Sci-Fi, Comedy, Parody"
Boku wa Mada 7-sai Datta,6.26,Music
Youkoso! Sukebe Elf no Mori e,7.53,"Harem, Hentai, Supernatural, Fantasy"
Do S na Seitokaichou-sama ga M Note ni Shihai Saremashita.,6.43,"Hentai, School"
Naisho no Hanashi,6.25,Music
Yuragi-sou no Yuuna-san,7.06,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural"
Mameneko,6.06,Slice of Life
Fate/Apocrypha Recaps,6.39,"Action, Historical, Supernatural, Drama, Magic, Fantasy"
Doraemon: Benkyou Heya no Tsuribori,6.13,"Comedy, Kids, Sci-Fi, Shounen"
Qin Shi Ming Yue: Tian Xing Jiu Ge,7.21,"Action, Fantasy, Historical, Martial Arts"
Real Eroge Situation! The Animation,7.22,Hentai
Koisuru Shirokuma Tokubetsu-ban,6.49,"Comedy, Josei"
Genki-kun no Christmas @ Tokyo-eki,5.16,Slice of Life
Genki-kun no Oshougatsu @ Tokyo-eki,5.21,Slice of Life
1/100 Rice Planting,4.85,Slice of Life
1/100 Shibuya Crossing,5.14,Slice of Life
1/100 Train Station,5.17,Slice of Life
MTV Ident: Horny,4.38,"Dementia, Ecchi"
Robotic Girl,5.92,Music
Kakushin,5.32,"Music, Shounen Ai"
Kakuriyo no Yadomeshi,7.5,"Demons, Drama, Romance, Supernatural"
Juvenile Pornography The Animation,6.46,Hentai
91 Daze,5.63,"Comedy, Historical"
Detective Conan: The Magician of Starlight,6.51,Space
Osomatsu-san Short Film Series 2nd Season,6.02,"Comedy, Parody"
Xue Se Cang Qiong,6.33,"Action, Adventure, Mystery, Horror, Thriller, Fantasy"
Star Wars/Saigo no Jedai: Tokubetsu Eizou,5.1,"Sci-Fi, Parody"
Wo Shi Jiang Xiaobai,7.25,"Drama, Romance, Slice of Life"
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.75,"Comedy, Fantasy"
Kando≠Reduction,6.07,Music
Hanabira,5.71,Music
Kakuchou Shoujo-kei Trinary: Ex.MV,6.16,"Sci-Fi, Music"
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,7.05,"Action, Military, School"
Hataraku Onii-san!,6.36,"Slice of Life, Comedy"
Golden Time (Movie),6.99,"Comedy, Fantasy"
Ling Yu 2nd Season,6.84,Fantasy
Ling Yu 3rd Season,6.69,Fantasy
Eromanga-sensei OVA,6.91,"Comedy, Drama, Ecchi, Romance"
3D Kanojo: Real Girl,6.78,"Romance, School, Shoujo"
Owarimonogatari 2nd Season Recaps,7.83,"Mystery, Comedy, Supernatural, Vampire"
gdMen,5.91,"Comedy, Fantasy"
Yuuki Yuuna wa Yuusha de Aru: Hidamari,7.01,"Drama, Fantasy, Magic, Slice of Life"
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,5.75,Slice of Life
Amanchu! Advance,7.13,"Slice of Life, Comedy, School, Shounen"
Servamp Movie: Alice in the Garden,7.19,"Action, Comedy, Supernatural, Drama, Vampire, Josei"
Godzilla 2: Kessen Kidou Zoushoku Toshi,6.68,"Action, Adventure, Sci-Fi"
Sunohara-sou no Kanrinin-san,6.86,"Comedy, Slice of Life"
Huyao Xiao Hongniang: Beishan Yaodi,7.54,"Comedy, Historical, Supernatural, Romance"
Huyao Xiao Hongniang: Nan Guo,7.47,"Comedy, Historical, Supernatural, Romance"
Pokemon Diamond & Pearl: Clip Show,6.21,"Action, Adventure, Comedy, Fantasy, Kids"
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,6.82,"Mystery, Comedy, Super Power"
Caligula (TV),6.03,"Action, Sci-Fi"
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,6.81,"Slice of Life, Parody"
