title,rating,genres
HenSemi,6.53,"Comedy, Ecchi, Seinen"
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.55,"Adventure, Comedy, Kids"
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,6.45,"Kids, Adventure, Comedy"
Fukubiki! Triangle: Miharu After,7.07,Hentai
Last Waltz: Hakudaku Mamire no Natsu Gasshuku,6.32,Hentai
Uchuu Show e Youkoso,7.35,"Adventure, Space, Fantasy"
Gotou ni Naritai.,7.09,"Slice of Life, School, Drama"
Cooking Papa,6.58,"Comedy, Slice of Life"
Kuragehime,8.13,"Slice of Life, Comedy, Josei"
Mighty Orbots,5.89,"Sci-Fi, Adventure, Comedy, Mecha"
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,5.91,"Action, Mecha, Historical"
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7.13,"Action, Fantasy, Magic, Shoujo"
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",7.15,Comedy
Shin Minashigo Hutch,6.33,"Adventure, Comedy, Drama"
Konchuu Monogatari Minashigo Hutch (1989),6.49,"Adventure, Comedy, Drama"
Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,6.1,"Adventure, Comedy, Drama"
Colorful (Movie),7.83,"Drama, Slice of Life, Supernatural"
Gegege no Kitarou: Nippon Bakuretsu,6.45,"Action, Fantasy, Horror, Kids, Shounen, Supernatural"
Gegege no Kitarou: Daikaijuu,6.22,"Action, Fantasy, Horror, Shounen, Supernatural"
Gegege no Kitarou (1968 Movie),6.15,"Adventure, Comedy, Horror, Supernatural, Fantasy"
Gegege no Kitarou: Chisougan,5.88,"Adventure, Comedy, Fantasy, Horror, Supernatural"
Gegege no Kitarou (1985 Movie),6.1,"Adventure, Comedy, Fantasy, Horror, Supernatural"
Gegege no Kitarou: Youkai Daisensou,6.11,"Adventure, Fantasy, Comedy, Supernatural, Horror"
Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,6.25,"Adventure, Comedy, Fantasy, Horror, Supernatural"
Gegege no Kitarou: Obake Nighter,6.13,"Sports, Demons, Supernatural"
Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,6.07,"Adventure, Comedy, Fantasy, Horror, Supernatural"
Gegege no Kitarou: Jigoku-hen,6.23,"Adventure, Fantasy, Comedy, Supernatural, Horror"
Mugen Shinshi: Bouken Katsugeki-hen,5.48,"Fantasy, Horror, Mystery"
One Piece Recap,7.16,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
Teinenpi Shoujo Heidi,5.8,"Comedy, Parody"
Fujoshi no Hinkaku,6.12,Slice of Life
Koisuru Tenshi Angelique: Chibi Character Adventure 2,5.95,"Adventure, Comedy"
Adachi-ga Hara,6.03,Sci-Fi
Fumiko no Kokuhaku,6.66,Comedy
Nodame Cantabile: Finale OVA,7.59,"Comedy, Romance, Josei"
Akuma-kun,6.17,"Adventure, Fantasy, Horror, Magic, Supernatural"
So Ra No Wo To Specials,7.55,"Military, Music, Sci-Fi, Slice of Life"
Hime Chen! Otogi Chikku Idol Lilpri,7,"Magic, Shoujo"
Jigoku Sensei Nube (Movie),6.63,"Adventure, Comedy, Horror, School, Shounen, Supernatural"
Dance in the Vampire Bund: Special Edition,6.55,"Action, Supernatural, Vampire"
Hoka Hoka Kazoku,5.8,Comedy
"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",6.11,"Action, Historical"
Genji Tsuushin Agedama,6.33,"Action, Parody, Comedy, Sci-Fi"
Aa Harimanada,6.12,"Sports, Martial Arts, Seinen"
Jewelpet Twinkle☆,7.38,"Fantasy, Magic, School, Shoujo"
Baby Felix,5.52,"Comedy, Kids"
Akuma-kun (Movie),5.85,"Adventure, Horror, Supernatural, Magic, Fantasy"
Akuma-kun: Youkoso Akuma Land e!!,5.78,"Adventure, Horror, Supernatural, Magic, Fantasy"
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.72,"Adventure, Comedy, Horror, Supernatural, School, Shounen"
True Tears Epilogue,6.66,"Romance, Music, Drama"
Princess Lover!: Magical Knight Maria-chan,5.73,"Magic, Parody"
Muumin,7.06,"Adventure, Comedy, Fantasy, Slice of Life"
Muumin (1972),6.58,"Adventure, Comedy, Fantasy, Slice of Life"
Wanpaku Oomukashi Kum Kum,6.1,"Kids, Adventure, Comedy, Historical"
Rio: Rainbow Gate!,5.89,"Game, Comedy, Ecchi"
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,6.56,"Adventure, Comedy, Sports"
Naruto: Shippuuden Movie 4 - The Lost Tower,7.42,"Action, Comedy, Martial Arts, Shounen, Super Power"
Bleach Movie 4: Jigoku-hen,7.61,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
Soukou Kihei Votoms: Case;Irvine,6.51,"Action, Military, Sci-Fi, Drama, Mecha"
Votoms Finder,6.21,"Action, Drama, Mecha, Military, Sci-Fi"
Soukou Kihei Votoms: Koei Futatabi,6.93,"Action, Drama, Mecha, Military, Sci-Fi"
Kanin Tokkyuu Michishio,5.76,Hentai
Hyakka Ryouran: Samurai Girls,6.83,"Action, Harem, Comedy, Ecchi, Samurai, School"
Biohazard 4: Incubate,6.19,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller"
Ai no Senshi Rainbowman,6.46,"Action, Adventure, Mecha, Sci-Fi"
SD Gundam Sangokuden Brave Battle Warriors,6.34,"Action, Historical, Mecha"
Toumei Ningen R,6.43,Hentai
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,6.12,Hentai
Ojousama wa H ga Osuki: The Animation,7.15,Hentai
Seitokaichou Hikaru,6.29,Hentai
Gakuen Saimin Reido,6.71,Hentai
Shinshou Genmukan,6.47,Hentai
Planzet,5.61,"Action, Mecha, Sci-Fi"
Ladies versus Butlers! Specials,6.39,"Ecchi, Seinen"
Koutetsu Sangokushi Special,6.36,"Historical, Shounen"
Magic Kaito,7.81,"Adventure, Comedy, Romance, Shounen"
Tegamibachi Reverse,7.78,"Adventure, Supernatural, Fantasy, Shounen"
Piece,6.07,Music
Tentai Senshi Sunred: Short Corner,6.5,"Comedy, Parody, Seinen, Super Power"
Kawasaki Frontale x Tentai Senshi Sunred,6.02,"Comedy, Parody, Seinen, Sports, Super Power"
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.45,"Comedy, Parody, School"
Pelican Road Club Caroucha,5.85,"Drama, Romance, Shounen"
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,7.52,"Police, Comedy, Mystery, Shounen"
Kudan,6.43,Fantasy
Kodomo no Keijijougaku,5.66,Fantasy
Shoka,6,"Action, Fantasy, Historical"
Kachou no Koi,6.19,"Comedy, Romance, Yaoi"
Tengen Toppa Gurren Lagann: Parallel Works 2,6.94,"Mecha, Music"
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,6.89,"Action, Adventure, Comedy, Seinen"
Crayon Shin-chan Movie 04: Henderland no Daibouken,7.12,"Adventure, Magic, Ecchi, Seinen"
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,6.94,"Slice of Life, Comedy, Ecchi, School, Seinen"
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,6.7,"Slice of Life, Comedy, Ecchi, School, Seinen"
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7.17,"Action, Adventure, Comedy, Seinen"
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,7.02,"Action, Adventure, Comedy, Seinen"
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,7.02,"Action, Adventure, Comedy, Historical, Fantasy, Seinen"
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,6.63,"Comedy, Ecchi, School, Seinen, Slice of Life"
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,6.65,"Slice of Life, Comedy, Ecchi, School, Seinen"
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.66,"Comedy, Ecchi, School, Seinen, Slice of Life"
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.78,"Sci-Fi, Comedy, Seinen"
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7.32,"Sci-Fi, Adventure, Comedy, Seinen"
Shin Mitsubachi Maya no Bouken,6.32,"Adventure, Comedy"
Chogattai Majutsu Robot Ginguiser,6.06,"Adventure, Mecha, Sci-Fi, Shounen"
Cyborg 009 (TV),6.89,"Action, Adventure, Mecha, Sci-Fi, Shounen"
Sora no Otoshimono: Forte,7.55,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
Durarara!! Specials,7.9,"Action, Comedy, Supernatural"
Marie & Gali ver. 2.0,5.94,Comedy
Metal Fight Beyblade: Baku,6.78,"Adventure, Comedy, Sports"
Vampire Knight: Gekiai no Portrait,6.81,"Comedy, Vampire, Shoujo"
Ookiku Furikabutte: Natsu no Scorebook,7.21,"Comedy, Sports"
MM!,7.12,"Harem, Comedy, Ecchi, School"
Gosick,8.1,"Mystery, Historical, Drama, Romance"
Hourou Musuko,7.74,"Drama, Romance, School, Seinen, Slice of Life"
Mahou no Star Magical Emi: Kumo Hikaru,6.14,"Comedy, Shoujo, Slice of Life"
Pokemon Ranger: Hikari no Kiseki,6.44,"Adventure, Comedy, Fantasy, Kids"
Black Lagoon Omake,6.83,Comedy
Mahou no Star Magical Emi: Semishigure,6.05,"Comedy, Magic, Shoujo"
SAI: Part 1 / Revolving... to the Core,6.15,"Fantasy, Music"
Togainu no Chi,6.28,"Action, Sci-Fi, Shounen Ai"
Guskou Budori no Denki,6.26,Drama
Donguri to Yamaneko,5.95,Drama
Queen's Blade: Utsukushiki Toushi-tachi,6.58,"Action, Adventure, Ecchi, Fantasy"
Yozakura Quartet: Hoshi no Umi,7.41,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
Mirai Nikki OVA,7.27,"Action, Shounen, Supernatural"
Pants no Ana: Mambo de Ganbo!,4.8,"Comedy, Ecchi, School"
Ichiban Ushiro no Daimaou Specials,6.74,"Comedy, Ecchi, Fantasy, Magic, Shounen"
Naoko no Tropic Angel: Hyouryuu,5.24,Hentai
Asura,7.06,"Drama, Historical"
Otome Youkai Zakuro,7.47,"Demons, Historical, Military, Romance, Seinen, Supernatural"
Hetalia World Series,7.57,"Comedy, Historical, Parody"
"""Bungaku Shoujo"" Memoire",7.34,"Drama, Romance, School"
Kihei Senki Legacies,4.64,"Fantasy, Mecha"
Onigamiden,6.52,"Action, Demons, Supernatural"
Digimon Adventure 3D: Digimon Grand Prix!,5.78,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports"
Digimon Savers 3D: Digital World Kiki Ippatsu!,6.05,"Action, Adventure, Fantasy, Kids, Supernatural"
Gegege no Kitarou: Kitarou no Yuurei Densha,5.99,"Adventure, Super Power, Demons, Supernatural"
Neko Neko Fantasia,5.84,Comedy
Haguregumo,6.05,"Comedy, Historical, Samurai, Seinen"
Fushigi Mahou Fun Fun Pharmacy,6.66,"Kids, Magic"
Ikkitousen: Xtreme Xecutor Specials,6.58,"Comedy, Ecchi"
Break Blade 2: Ketsubetsu no Michi,7.75,"Action, Fantasy, Mecha, Military, Shounen"
Baka to Test to Shoukanjuu Ni!,7.76,"Comedy, Romance, School, Super Power"
Mai-Otome Special: Otome no Inori,6.36,"School, Slice of Life"
Sukeban Shoukai Cutie Lemon,5.24,Hentai
Kami nomi zo Shiru Sekai,7.73,"Comedy, Harem, Romance, Shounen, Supernatural"
Honey Tokyo,5.75,Sci-Fi
"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",7.58,"Comedy, Shounen"
Hana no Kage,6,"Demons, Drama, Historical, Romance"
Fortune Arterial: Akai Yakusoku,6.73,"Comedy, Romance, School, Supernatural, Vampire"
Gokujou!! Mecha Mote Iinchou Second Collection,6.21,"Comedy, Romance, School, Shoujo"
Shin Ace wo Nerae!,6.49,"Drama, Romance, School, Shoujo, Sports"
"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",6.45,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,6.12,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,6.07,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 10: Arale no Bikkuriman,6.07,"Comedy, Sci-Fi, Shounen"
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,6.04,"Comedy, Sci-Fi, Shounen"
Time Bokan Series: Time Patroltai Otasukeman,6.2,"Action, Adventure, Comedy, Sci-Fi"
Hashire Melos (1981),5.5,"Historical, Drama"
Shinryaku! Ika Musume,7.46,"Comedy, Shounen, Slice of Life"
"Kyou, Koi wo Hajimemasu",6.49,"Romance, School, Shoujo"
Aoi Taiken,4.72,Hentai
Aki-Sora: Yume no Naka,6.09,"Romance, Ecchi, Seinen"
Future War 198X-nen,6.15,"Military, Drama"
Yuki,6.13,"Adventure, Demons, Fantasy"
Mayoi Neko Overrun! Specials,6.72,"Comedy, Ecchi"
Tegami: Haikei Juugo no Kimi e,6.32,"Music, Slice of Life, Kids, School"
Oshiri Kajiri Mushi,4.79,"Music, Comedy, Kids"
Detective Conan OVA 10: Kid in Trap Island,7.78,"Adventure, Comedy, Mystery, Police, Shounen"
Ladies versus Butlers! Tokuten Disc Music Clip,5.83,"Ecchi, Music"
Digimon Xros Wars,6.73,"Action, Adventure, Comedy, Fantasy, Shounen"
Good Morning,6.03,"Slice of Life, Music"
Chains & Rings,5.54,"Fantasy, Music"
Hidan no Aria,6.88,"Action, Comedy, Romance, School"
Chuuzumou,6.68,Comedy
Koisuru Boukun,7.11,"Comedy, Romance, Yaoi"
Shin Koihime†Musou: Live Revolution,6.59,"Ecchi, Music"
Asatte Dance,5.63,"Ecchi, Comedy, Romance, Drama, Seinen"
Kitte no Nai Okurimono,5.14,"Music, Kids"
44-hiki no Neko,4.61,"Music, Kids"
Self-Portrait,4.81,"Comedy, Demons"
Break Blade Picture Drama,6.65,"Comedy, Fantasy"
Newmanoid Cam: Cam Castin,6.48,Hentai
Arbeit Shiyo!!,6.05,Hentai
Mahou Shoujo Isuka,6.32,Hentai
I☆Can,5.77,Hentai
Bijukubo,6.41,Hentai
I'm Here with You,5.59,"Music, Kids"
Chimuchimucheri ChimChimCheree,4.77,"Music, Slice of Life, Kids"
Yokoo's 3 Animation Films,4.66,"Psychological, Romance"
"Slime Boukenki: Umi da, Yeah!",5.7,"Action, Adventure, Comedy, Fantasy, Game"
Mazinkaiser SKL,7.06,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
Koi Hanabi,6,"Music, Kids, Fantasy"
Seikon no Qwaser Picture Drama,5.97,Ecchi
Anokoro no Namida wa,5.63,"Music, Slice of Life, Kids"
Raja Maharaja,4.94,"Kids, Music, Slice of Life"
Seitokai Yakuindomo,7.6,"Comedy, School, Shounen, Slice of Life"
Amagami SS,7.36,"Slice of Life, Comedy, Romance, School"
Sangokushi (1985),6.33,Historical
Sangokushi II: Amakakeru Otoko-tachi,6.26,"Action, Historical"
Saboten ga Nikui,5.31,"Music, Comedy, Kids"
Fuyu no Yoru no Ohanashi,5.38,"Music, Slice of Life, Kids"
Kitakaze Kozou no Kantarou,5.28,"Music, Kids, Samurai"
Television,5.5,Horror
Doraemon (2005),7.52,"Sci-Fi, Comedy, Kids, Shounen"
Born by Myself,3.28,"Dementia, Psychological"
Shiroi Michi,5.49,"Music, Kids"
Mizutori,5.71,"Music, Kids"
Apartment!,5.49,"Slice of Life, Comedy"
Uchuu Hikoushi no Uta,5.69,"Music, Kids, Fantasy"
Phantom: Requiem for the Phantom Picture Drama,6.59,Comedy
SOS TV Walpurgis Night Fever,5.52,"Comedy, Sci-Fi"
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,5.59,"Mecha, Sci-Fi"
Pokemon: Pikachu Koori no Daibouken,6.36,"Adventure, Comedy, Fantasy, Kids"
SOS TV Walpurgis Night Fever Episode 0,5.38,"Comedy, Sci-Fi"
Akai Ito,6.52,"Drama, Romance, Slice of Life"
Arigatou Thank You,5.03,"Sci-Fi, Music, Space, Comedy, Kids"
Kumo ga Haretara,5.29,"Music, Kids"
Itsumademo Tabibito,5.37,"Music, Kids, Drama"
Donna Donna,5.33,"Music, Slice of Life, Kids"
Ten no Kawa,5.68,"Music, Kids, Fantasy"
Nobiro Nobiro Daisuki na Ki,5.83,"Music, Kids, Fantasy"
Soredemo Machi wa Mawatteiru,7.44,"Slice of Life, Comedy, Seinen"
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,6.89,"Supernatural, School"
Omoide no Album,5.1,"Kids, Music, School, Slice of Life"
Metropolitan Museum,5.11,"Music, Kids, Fantasy"
Akai Boushi,5.47,"Kids, Music"
Yuuki Hitotsu wo Tomo ni Shite,5.2,"Music, Kids"
Tousan no Tsukutta Uta,5.07,"Music, Kids, Fantasy"
One Piece Film: Strong World Episode 0,8,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
Memory (ONA),6.22,"Drama, Military, Sci-Fi, Slice of Life"
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,5.88,"Action, Demons, Supernatural, Fantasy"
Kaijuu no Ballad,4.97,"Music, Comedy, Fantasy"
Message Song,5.56,"Music, Kids"
Ultraman Kids: Haha wo Tazunete 3000-man Kounen,6.35,"Kids, Space"
Tales of the Abyss Special Fan Disc,6.58,"Comedy, Slice of Life"
Bishoujo Senshi Sailor Moon Memorial,7.34,"Demons, Magic, Romance, Shoujo"
Hajime Ningen Gyatoruz,5.99,"Comedy, Historical"
Hajime Ningen Gon,5.97,"Comedy, Historical"
Futarigurashi,6.01,"Comedy, Ecchi, Romance"
Shin Tenchi Muyou! Specials,6.86,"Comedy, Romance, Sci-Fi, Shounen"
Hiyokoi,7.33,"Romance, School, Shoujo"
Ore no Imouto ga Konnani Kawaii Wake ga Nai,7.1,"Slice of Life, Comedy"
Happy Weekend,5.24,"Music, Kids"
Nekko-kun,5.33,"Music, Kids"
3-tsu no Hanashi,5.03,"Kids, Fantasy"
Avignon no Hashi de,5.03,"Music, Kids"
Hiyoko Gumo,5.47,"Music, Kids, Fantasy"
Nezha Nao Hai,6.42,Kids
Inakappe Taishou,6.23,"Comedy, Sports"
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,6.2,Comedy
Panty & Stocking with Garterbelt,7.73,"Action, Comedy, Parody, Supernatural, Ecchi"
Senkou no Night Raid Specials,6.87,"Action, Historical, Military, Super Power"
Alice SOS,6.02,Adventure
Domo TV,6.29,Comedy
Taimanin Asagi Special,6.37,"Action, Demons, Hentai, Martial Arts, Supernatural"
Gundam Neo Experience 0087: Green Divers,6.46,"Adventure, Space, Mecha"
Senkou no Night Raid: Yogen,6.33,"Action, Historical, Military, Super Power"
Kore wa Zombie Desu ka?,7.43,"Action, Comedy, Ecchi, Harem, Magic, Supernatural"
Oishinbo: Nichibei Kome Sensou,6.21,"Comedy, Seinen, Slice of Life"
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",6.2,"Comedy, Seinen, Slice of Life"
Eiyuu Gaiden Mozaicka,5.97,Fantasy
Nichijou: Nichijou no 0-wa,7.4,"Slice of Life, Comedy, School, Shounen"
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.26,"Drama, Ecchi, Harem, Romance"
Koe de Oshigoto! The Animation,6.94,"Comedy, Ecchi, Seinen"
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.41,"Action, Mecha, Military, Sci-Fi"
Majo demo Steady,4.99,"Comedy, Magic, Romance, Ecchi"
Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.15,"Kids, School, Shoujo"
Natsufuku no Shoujo-tachi,6.12,"Drama, Historical"
Circuit Angel: Ketsui no Starting Grid,5.47,"Action, Sports"
Kaitei Shounen Marine,6.17,"Action, Adventure, Kids, Sci-Fi"
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,6.76,"Comedy, School"
Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.08,Comedy
Dantalian no Shoka,7.26,"Action, Mystery, Historical, Supernatural"
Mouretsu Pirates,7.17,"Sci-Fi, Space"
Princess Lover! OVA,6.72,Hentai
Licca-chan no Nichiyoubi,5.95,Adventure
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,5.76,Horror
Believe,5.72,"Action, Super Power, Music"
Kobe to Watashi,4.57,"Comedy, Slice of Life"
Visions of Frank: Short Films by Japan's Most Audacious Animators,5.8,Dementia
Star Driver: Kagayaki no Takuto,7.23,"Action, Romance, Mecha, Shounen"
Nekketsu Uchuujin,5.29,"Comedy, Sci-Fi"
Melody,5.83,Drama
Toaru Majutsu no Index II,7.61,"Action, Magic, Sci-Fi, Super Power"
Bohemian Rhapsody,5.79,"Music, Sci-Fi, Space"
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,6.4,Kids
Akage no Anne: Green Gables e no Michi,6.72,"Adventure, Slice of Life, Historical, Shoujo"
Nougyou Musume!,5.16,Comedy
Nine,6.1,"Action, School, Shounen, Sports"
Denkou Chou Tokkyuu Hikarian,6.32,"Action, Adventure, Kids"
Potecco Babies,5.25,Comedy
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.02,"Action, Comedy"
Tono to Issho: Ippunkan Gekijou,6.23,"Comedy, Samurai, Seinen"
Stitch!: Piko Kara no Chousenjou,5.75,"Adventure, Comedy, Kids"
Stitch!: Zutto Saikou no Tomodachi,6.1,"Adventure, Comedy, Kids"
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.33,"Kids, Adventure, Comedy"
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.33,"Adventure, Comedy, Kids"
Shogi Hour,5.05,"Parody, Game, Comedy"
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,5.87,"Magic, Shoujo"
Yojouhan Shinwa Taikei Specials,6.31,Comedy
Supernatural The Animation,7.03,"Action, Demons, Horror, Supernatural"
Princess Knight☆Catue,6.68,Hentai
Juliet,5.02,"Hentai, Comedy, Supernatural"
Tales of Symphonia The Animation: Sekai Tougou-hen,7.47,"Action, Adventure, Magic, Martial Arts, Fantasy"
Toaru Hikuushi e no Tsuioku,7.66,"Adventure, Military, Romance"
Je T'aime,6.57,Sci-Fi
True Tears: Raigomaru to Jibeta no Monogatari,6.18,Kids
To Heart 2 Adnext,6.77,"Comedy, Harem, Romance"
Rei Zero,6.18,Hentai
Netorare Fighter Yaricchingu!,6.3,Hentai
Otome Juurin Yuugi: Maiden Infringement Play,6.31,Hentai
Kuruneko 2nd Season,7,"Comedy, Slice of Life"
Kuttsukiboshi,6.12,"Romance, Supernatural, Drama, Shoujo Ai"
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.39,Comedy
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.32,"Shounen, Sports, Super Power"
Lupin the Third x Monkey Majik,6.37,"Adventure, Music"
Mokei Senshi Gunpla Builders Beginning G,6.66,"Action, Mecha, Sci-Fi, Shounen"
IS: Infinite Stratos,6.75,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
Majuu Sensen,6,"Action, Fantasy"
Jack to Mame no Ki (OVA),5.97,"Adventure, Kids, Fantasy"
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,7.48,"Action, Sci-Fi, Super Power"
Ice Movie,5.58,"Action, Sci-Fi, Military"
Tamayura,7.15,"Slice of Life, Comedy, Drama"
Agitated Screams of Maggots,4.21,"Dementia, Music, Horror"
Angel Beats! Specials,7.62,"Action, Comedy, School, Supernatural"
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.81,"Comedy, Ecchi"
Hakuouki Hekketsuroku,7.62,"Action, Drama, Historical, Josei, Samurai, Supernatural"
Arakawa Under the Bridge x Bridge,7.75,"Comedy, Romance, Seinen"
Rokudenashi Blues,5.84,"Sports, Comedy, School, Drama, Shounen"
Rokudenashi Blues 1993,6.25,"Action, Comedy, School, Drama, Sports, Shounen"
"Mobile Suit SD Gundam Musha, Knight, Commando",5.72,"Action, Comedy, Parody, Fantasy, Mecha"
Saiyuuki Gaiden,7.84,"Action, Adventure, Drama, Fantasy"
Ikusa Otome Suvia Special,5.8,"Hentai, Fantasy"
Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,6.44,"Adventure, Historical"
Mobile Suit SD Gundam Festival,5.94,"Action, Comedy, Fantasy, Mecha, Parody"
Umi Monogatari: Marin no Kore Naani?,6.24,Comedy
Nogsaegjeoncha Hamos,6.23,"Action, Adventure, Fantasy, Shounen"
Pokemon Best Wishes!,6.4,"Action, Adventure, Comedy, Fantasy, Kids"
Amagami SS OVA,7.26,"Romance, School"
Chirorin Mura Monogatari,6.64,"Kids, Slice of Life"
Beelzebub: Hirotta Akachan wa Daimaou!?,7.3,"Action, Supernatural, Comedy, School, Demons, Shounen"
Heroman Specials,6.36,"Action, Sci-Fi, Shounen"
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.41,"Comedy, Seinen, Sports"
Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.8,"Action, Comedy, Supernatural, Shounen"
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.11,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
Fullmetal Alchemist: The Sacred Star of Milos,7.32,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen"
Kuroshitsuji II Specials,7.48,"Fantasy, Supernatural, Comedy, Parody, Shounen"
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.9,"Mystery, Shounen"
Kaibutsu Oujo (OVA),7.08,"Action, Comedy, Horror, Supernatural, Shounen"
Attack No.1 (1970),6.2,"Sports, Drama, Shoujo"
Attack No.1: Namida no Fushichou,6.03,"Sports, Drama, Shoujo"
Attack No.1: Namida no Kaiten Receive,6.15,"Sports, Drama, Shoujo"
Attack No.1: Namida no Sekai Senshuken,6.13,"Sports, Drama, Shoujo"
Shukufuku no Campanella Specials,5.88,Ecchi
Kimi ga Nozomu Eien: Gundam Parody,5.48,"Mecha, Parody, Sci-Fi, Space"
Kaitei Sanman Mile,5.98,"Adventure, Fantasy"
Burning Blood,6.18,"Sports, Shounen"
Motto To LOVE-Ru,7.34,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen"
Dae Jang Geum: Jang Geum's Dream 2,7.1,"Adventure, Comedy, Historical"
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.62,"Action, Comedy, Ecchi, Shounen, Sports"
Seikon no Qwaser: Jotei no Shouzou,6.42,"Action, Super Power, Supernatural, Ecchi, Seinen"
K-On!!: Ura-On!!,6.51,Comedy
Omae Umasou da na,8.02,"Action, Adventure, Fantasy, Kids"
Kaichuu!,5.85,"Comedy, Seinen, Sports"
